"","Day","Month","Year","Sal_mean","Sal_se","Sal_min","Sal_max"
"376",7,6,2015,15.3,0.7,2,23.1
"377",7,6,2016,21.3,0.6,9.8,26.9
"378",7,6,2017,12.5,0.7,0.4,18.6
"379",7,6,2018,20.3,0.5,9.2,25.2
"380",7,6,2019,14.1,1.1,0.6,21.6
"381",7,6,2020,11.6,0.2,6.7,14.3
"382",7,6,2021,20.3,0.5,12,25.1
"383",7,6,2022,20.9,0.4,11.3,25
"384",7,6,2023,17.3,0.6,5.1,23.2
"385",7,7,2015,18.5,0.6,6.3,24.3
"386",7,7,2016,27.9,0.3,21.1,30.6
"387",7,7,2017,20.6,0.4,12.1,24.9
"388",7,7,2018,22.3,0.4,14.3,26.6
"389",7,7,2019,19.6,0.5,7.8,24.2
"390",7,7,2020,23.6,0.4,14.5,27.4
"391",7,7,2021,20.7,0.6,7.9,27.1
"392",7,7,2022,26.1,0.3,19.7,28.7
"393",7,7,2023,7.3,0.5,0.2,14.1
"394",7,8,2015,27.9,0.2,22.2,30
"395",7,8,2016,29.5,0.1,25.7,30.7
"396",7,8,2017,25.7,0.3,18.4,28.7
"397",7,8,2018,15.3,0.6,4.3,22
"398",7,8,2019,24.8,0.4,16.4,28
"399",7,8,2020,28.7,0.2,23.8,30.3
"400",7,8,2021,12,0.5,2.6,17.7
"401",7,8,2022,28.8,0.2,23.8,30.9
"402",7,8,2023,19.7,0.5,8.9,24.6
"403",7,9,2015,28.6,0.2,24.3,30.2
"404",7,9,2016,31,0.1,28.1,31.9
"405",7,9,2017,23.1,0.5,11.8,28.4
"406",7,9,2018,23,0.4,14.1,26.9
"407",7,9,2019,24.5,0.4,16.3,27.8
"408",7,9,2020,29.2,0.2,24.9,30.7
"409",7,9,2021,12,0.6,1,18.9
"410",7,9,2022,27.6,0.2,22.6,29.7
"411",7,9,2023,19.8,0.4,9.3,24
"412",7,10,2015,24,0.4,16.4,27.7
"413",7,10,2016,30.2,0.2,26.6,31.8
"414",7,10,2017,27.3,0.3,20.5,29.7
"415",7,10,2018,13.7,0.7,2.2,21.1
"416",7,10,2019,28,0.3,22.4,30.5
"417",7,10,2020,30.8,0.1,27.3,31.7
"418",7,10,2021,19,0.6,7.4,25.5
"419",7,10,2022,26.6,0.3,19.7,29.8
"420",7,10,2023,18.2,0.4,8.2,22
"421",7,11,2015,22.3,0.4,15.8,26.1
"422",7,11,2016,20.6,0.3,13.4,24.5
"423",7,11,2017,14.2,0.6,2.8,20.9
"424",7,11,2018,4.7,0.5,0.1,12.3
"425",7,11,2019,16.4,0.5,8,21.9
"426",7,11,2020,24.1,0.4,16.1,27.9
"427",7,11,2021,9.6,0.6,0.4,16.8
"428",7,11,2022,21.6,0.5,12.1,26.3
"429",7,11,2023,19.4,0.4,7.4,22.4
"430",8,5,2015,13.1,0.5,4.2,19.2
"431",8,5,2016,14.9,0.7,1.6,22.8
"432",8,5,2017,9.5,0.5,0.4,15
"433",8,5,2018,11.7,0.5,2.4,17.2
"434",8,5,2019,7.6,0.5,0.2,13.9
"435",8,5,2021,13.8,0.7,1.9,20.6
"436",8,5,2022,14,0.5,4.3,19.3
"437",8,5,2023,4.8,0.4,0.2,9.6
"438",8,6,2015,17.1,0.6,4.5,23.4
"439",8,6,2016,21,0.6,9.6,26.7
"440",8,6,2017,11,0.7,0.1,18.1
"441",8,6,2018,20.2,0.5,10.8,25.1
"442",8,6,2020,22.1,0.5,10.7,27.2
"443",8,6,2021,20.6,0.4,12,25.2
"444",8,6,2022,21.4,0.4,12.8,25.2
"445",8,6,2023,17.8,0.6,6.2,23.6
"446",8,7,2015,19,0.5,8.5,24.2
"447",8,7,2016,28.2,0.2,22.2,30.3
"448",8,7,2017,20.9,0.4,12.3,25.2
"449",8,7,2018,22.6,0.4,14.6,26.9
"450",8,7,2019,19.8,0.5,8.3,24.6
"451",8,7,2020,24.1,0.4,15.2,27.5
"452",8,7,2021,19.2,0.6,8.5,27
"453",8,7,2022,26.3,0.3,20.1,28.9
"454",8,7,2023,7.7,0.5,0.2,14.3
"455",8,8,2015,28,0.2,22.6,30.1
"456",8,8,2016,29.5,0.1,25.5,30.9
"457",8,8,2017,25.8,0.3,18.9,28.7
"458",8,8,2018,14.2,0.6,3.3,21.7
"459",8,8,2019,22.5,0.6,10.3,27.7
"460",8,8,2020,28.9,0.2,24.4,30.3
"461",8,8,2021,12.5,0.5,3.1,18.1
"462",8,8,2022,28.6,0.2,23,30.7
"463",8,8,2023,18.4,0.6,5.9,24.5
"464",8,9,2015,28.5,0.2,23.5,30.3
"465",8,9,2016,30.8,0.1,28,31.9
"466",8,9,2017,21.8,0.7,9.9,28.3
"467",8,9,2018,23.6,0.4,14.9,27.2
"468",8,9,2019,22.9,0.5,14.4,27.9
"469",8,9,2020,29.2,0.2,25.2,30.7
"470",8,9,2021,12.8,0.6,1.9,19.2
"471",8,9,2022,27.6,0.2,22.1,29.7
"472",8,9,2023,20.1,0.4,10.4,24.1
"473",8,10,2015,24,0.4,17,27.9
"474",8,10,2016,30.5,0.1,26.6,32
"475",8,10,2017,27.5,0.3,20.5,30
"476",8,10,2018,13.7,0.7,2.2,21.2
"477",8,10,2019,27.3,0.3,21.6,30.1
"478",8,10,2020,30.6,0.1,27,31.8
"479",8,10,2021,19.6,0.6,8.2,25.6
"480",8,10,2022,26.7,0.3,19.5,29.8
"481",8,10,2023,20.8,0.3,11.8,23.3
"482",8,11,2015,22.1,0.3,15.4,26
"483",8,11,2016,20.9,0.4,12.9,24.8
"484",8,11,2017,14.4,0.6,3,21.2
"485",8,11,2018,4.5,0.5,0.1,11.9
"486",8,11,2019,16.3,0.5,7.8,21.8
"487",8,11,2020,24.2,0.3,17.1,27.7
"488",8,11,2021,10.9,0.6,0.7,17.9
"489",8,11,2022,21.2,0.5,11.8,26.3
"490",8,11,2023,17.1,0.4,8.8,21.6
"491",9,5,2015,13.2,0.5,3,19.7
"492",9,5,2016,15,0.7,1.6,22.8
"493",9,5,2017,8.3,0.5,0.2,14.3
"494",9,5,2018,11.3,0.5,2.9,17.3
"495",9,5,2019,7.7,0.5,0.2,14.2
"496",9,5,2021,12.9,0.6,2.1,20.6
"497",9,5,2022,14.8,0.5,4.4,20.7
"498",9,5,2023,5.1,0.4,0.2,10.5
"499",9,6,2015,18.5,0.6,7.6,24.2
"500",9,6,2016,21.2,0.6,9.5,26.7
"501",9,6,2017,9.6,0.6,0.4,16.7
"502",9,6,2018,20.1,0.5,11.4,25.1
"503",9,6,2020,23.4,0.4,14.1,27.4
"504",9,6,2021,21.3,0.4,13.1,25.4
"505",9,6,2022,21.1,0.4,12.9,25.1
"506",9,6,2023,18.3,0.5,6.6,23.7
"507",9,7,2015,19.2,0.5,9.1,24.5
"508",9,7,2016,28.4,0.2,22.6,30.4
"509",9,7,2017,19.9,0.5,9.8,25.2
"510",9,7,2018,23.2,0.4,14.8,27.2
"511",9,7,2019,20.2,0.5,9.2,25
"512",9,7,2020,24.2,0.4,15.8,27.5
"513",9,7,2021,17.5,0.7,2.5,26.7
"514",9,7,2022,26.4,0.3,20.4,29
"515",9,7,2023,9,0.5,0.3,15.1
"516",9,8,2015,28.4,0.2,23.3,30.1
"517",9,8,2016,29.5,0.1,25.9,30.8
"518",9,8,2017,25.8,0.3,18.8,28.8
"519",9,8,2018,14.8,0.6,3.3,21.9
"520",9,8,2019,21.3,0.7,8.5,27.5
"521",9,8,2020,29.1,0.2,24.7,30.4
"522",9,8,2021,12.6,0.5,3.1,18.5
"523",9,8,2022,29.1,0.2,24.3,30.8
"524",9,8,2023,17.7,0.9,0.6,24.6
"525",9,9,2015,28.8,0.2,24.9,30.3
"526",9,9,2016,30.9,0.1,28.3,31.8
"527",9,9,2017,21.3,0.7,9.2,28.1
"528",9,9,2018,24.2,0.4,15.9,27.7
"529",9,9,2019,23.8,0.4,16.1,28
"530",9,9,2020,29.1,0.2,25.1,30.6
"531",9,9,2021,13.9,0.6,3,20.2
"532",9,9,2022,27.6,0.2,21.9,29.7
"533",9,9,2023,19.6,0.4,10.6,24
"534",9,10,2015,24.5,0.3,17.6,27.9
"535",9,10,2016,29.5,0.1,26.5,31.7
"536",9,10,2018,14.6,0.7,2.4,21.9
"537",9,10,2019,27.3,0.3,21.5,29.9
"538",9,10,2020,30.6,0.1,26.3,31.7
"539",9,10,2021,19.8,0.6,7.5,26.1
"540",9,10,2022,26.9,0.3,19.6,30
"541",9,10,2023,19.8,0.4,9.8,22.9
"542",9,11,2015,22.2,0.3,15.8,25.9
"543",9,11,2016,21.3,0.4,14,24.9
"544",9,11,2017,15.5,0.6,4.3,21.7
"545",9,11,2018,4.4,0.4,0.1,11.2
