"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"75","GRBBR",2017-04-28 09:00:00,1.6,""," ",2017,4,28
"76","GRBBR",2017-04-28 09:15:00,0.7,""," ",2017,4,28
"77","GRBBR",2017-04-28 09:30:00,0.3,""," ",2017,4,28
"78","GRBBR",2017-04-28 09:45:00,0.3,""," ",2017,4,28
"79","GRBBR",2017-04-28 10:00:00,0.4,""," ",2017,4,28
"80","GRBBR",2017-04-28 10:15:00,0.3,""," ",2017,4,28
"81","GRBBR",2017-04-28 10:30:00,0.4,""," ",2017,4,28
"82","GRBBR",2017-04-28 10:45:00,0.5,""," ",2017,4,28
"83","GRBBR",2017-04-28 11:00:00,0.9,""," ",2017,4,28
"84","GRBBR",2017-04-28 11:15:00,2.6,""," ",2017,4,28
"85","GRBBR",2017-04-28 11:30:00,4.1,""," ",2017,4,28
"86","GRBBR",2017-04-28 11:45:00,5.6,""," ",2017,4,28
"87","GRBBR",2017-04-28 12:00:00,7.7,""," ",2017,4,28
"88","GRBBR",2017-04-28 12:15:00,9.6,""," ",2017,4,28
"89","GRBBR",2017-04-28 12:30:00,11,""," ",2017,4,28
"90","GRBBR",2017-04-28 12:45:00,10.9,""," ",2017,4,28
"91","GRBBR",2017-04-28 13:00:00,12.3,""," ",2017,4,28
"92","GRBBR",2017-04-28 13:15:00,12.7,""," ",2017,4,28
"93","GRBBR",2017-04-28 13:30:00,13.3,""," ",2017,4,28
"94","GRBBR",2017-04-28 13:45:00,13.8,""," ",2017,4,28
"95","GRBBR",2017-04-28 14:00:00,14.1,""," ",2017,4,28
"96","GRBBR",2017-04-28 14:15:00,14.6,""," ",2017,4,28
"97","GRBBR",2017-04-28 14:30:00,14.9,""," ",2017,4,28
"98","GRBBR",2017-04-28 14:45:00,15.2,""," ",2017,4,28
"99","GRBBR",2017-04-28 15:00:00,15.5,""," ",2017,4,28
"100","GRBBR",2017-04-28 15:15:00,15.5,""," ",2017,4,28
"101","GRBBR",2017-04-28 15:30:00,15.6,""," ",2017,4,28
"102","GRBBR",2017-04-28 15:45:00,15.6,""," ",2017,4,28
"103","GRBBR",2017-04-28 16:00:00,15.6,""," ",2017,4,28
"104","GRBBR",2017-04-28 16:15:00,15.5,""," ",2017,4,28
"105","GRBBR",2017-04-28 16:30:00,15.1,""," ",2017,4,28
"106","GRBBR",2017-04-28 16:45:00,15,""," ",2017,4,28
"107","GRBBR",2017-04-28 17:00:00,15,""," ",2017,4,28
"108","GRBBR",2017-04-28 17:15:00,14.8,""," ",2017,4,28
"109","GRBBR",2017-04-28 17:30:00,15.2,""," ",2017,4,28
"110","GRBBR",2017-04-28 17:45:00,14.6,""," ",2017,4,28
"111","GRBBR",2017-04-28 18:00:00,14.6,""," ",2017,4,28
"112","GRBBR",2017-04-28 18:15:00,14.4,""," ",2017,4,28
"113","GRBBR",2017-04-28 18:30:00,13.3,""," ",2017,4,28
"114","GRBBR",2017-04-28 18:45:00,12.1,""," ",2017,4,28
"115","GRBBR",2017-04-28 19:00:00,10.9,""," ",2017,4,28
"116","GRBBR",2017-04-28 19:15:00,8.6,""," ",2017,4,28
"117","GRBBR",2017-04-28 19:30:00,7.2,""," ",2017,4,28
"118","GRBBR",2017-04-28 19:45:00,4.5,""," ",2017,4,28
"119","GRBBR",2017-04-28 20:00:00,3.8,""," ",2017,4,28
"120","GRBBR",2017-04-28 20:15:00,3.2,""," ",2017,4,28
"121","GRBBR",2017-04-28 20:30:00,2.8,""," ",2017,4,28
"122","GRBBR",2017-04-28 20:45:00,2.3,""," ",2017,4,28
"123","GRBBR",2017-04-28 21:00:00,1.8,""," ",2017,4,28
"124","GRBBR",2017-04-28 21:15:00,1.2,""," ",2017,4,28
"125","GRBBR",2017-04-28 21:30:00,0.6,""," ",2017,4,28
"126","GRBBR",2017-04-28 21:45:00,0.4,""," ",2017,4,28
"127","GRBBR",2017-04-28 22:00:00,0.5,""," ",2017,4,28
"128","GRBBR",2017-04-28 22:15:00,0.5,""," ",2017,4,28
"129","GRBBR",2017-04-28 22:30:00,1,""," ",2017,4,28
"130","GRBBR",2017-04-28 22:45:00,1.5,""," ",2017,4,28
"131","GRBBR",2017-04-28 23:00:00,2,""," ",2017,4,28
"132","GRBBR",2017-04-28 23:15:00,2.7,""," ",2017,4,28
"133","GRBBR",2017-04-28 23:30:00,3.8,""," ",2017,4,28
"134","GRBBR",2017-04-28 23:45:00,6,""," ",2017,4,28
"135","GRBBR",2017-04-29 00:00:00,8.5,""," ",2017,4,29
"136","GRBBR",2017-04-29 00:15:00,10.4,""," ",2017,4,29
"137","GRBBR",2017-04-29 00:30:00,11.3,""," ",2017,4,29
"138","GRBBR",2017-04-29 00:45:00,10.8,""," ",2017,4,29
"139","GRBBR",2017-04-29 01:00:00,12.5,""," ",2017,4,29
"140","GRBBR",2017-04-29 01:15:00,13.2,""," ",2017,4,29
"141","GRBBR",2017-04-29 01:30:00,13.6,""," ",2017,4,29
"142","GRBBR",2017-04-29 01:45:00,14,""," ",2017,4,29
"143","GRBBR",2017-04-29 02:00:00,14.4,""," ",2017,4,29
"144","GRBBR",2017-04-29 02:15:00,14.9,""," ",2017,4,29
"145","GRBBR",2017-04-29 02:30:00,15.2,""," ",2017,4,29
