"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"269","GRBLPR",2017-07-14 05:00:00,30.2,""," ",2017,7,14
"270","GRBLPR",2017-07-14 05:15:00,30.2,""," ",2017,7,14
"271","GRBLPR",2017-07-14 05:30:00,30.3,""," ",2017,7,14
"272","GRBLPR",2017-07-14 05:45:00,30.3,""," ",2017,7,14
"273","GRBLPR",2017-07-14 06:00:00,30,""," ",2017,7,14
"274","GRBLPR",2017-07-14 06:15:00,29.9,""," ",2017,7,14
"275","GRBLPR",2017-07-14 06:30:00,29.8,""," ",2017,7,14
"276","GRBLPR",2017-07-14 06:45:00,29.8,""," ",2017,7,14
"277","GRBLPR",2017-07-14 07:00:00,29.6,""," ",2017,7,14
"278","GRBLPR",2017-07-14 07:15:00,29.6,""," ",2017,7,14
"279","GRBLPR",2017-07-14 07:30:00,29.5,""," ",2017,7,14
"280","GRBLPR",2017-07-14 07:45:00,29.3,""," ",2017,7,14
"281","GRBLPR",2017-07-14 08:00:00,29.2,""," ",2017,7,14
"282","GRBLPR",2017-07-14 08:15:00,29,""," ",2017,7,14
"283","GRBLPR",2017-07-14 08:30:00,28.9,""," ",2017,7,14
"284","GRBLPR",2017-07-14 08:45:00,28.9,""," ",2017,7,14
"285","GRBLPR",2017-07-14 09:00:00,28.7,""," ",2017,7,14
"286","GRBLPR",2017-07-14 09:15:00,28.7,""," ",2017,7,14
"287","GRBLPR",2017-07-14 09:30:00,28.5,""," ",2017,7,14
"288","GRBLPR",2017-07-14 09:45:00,28.4,""," ",2017,7,14
"289","GRBLPR",2017-07-14 10:00:00,28.2,""," ",2017,7,14
"290","GRBLPR",2017-07-14 10:15:00,28.2,""," ",2017,7,14
"291","GRBLPR",2017-07-14 10:30:00,28.1,""," ",2017,7,14
"292","GRBLPR",2017-07-14 10:45:00,27.9,""," ",2017,7,14
"293","GRBLPR",2017-07-14 11:00:00,27.9,""," ",2017,7,14
"294","GRBLPR",2017-07-14 11:15:00,27.7,""," ",2017,7,14
"295","GRBLPR",2017-07-14 11:30:00,27.7,""," ",2017,7,14
"296","GRBLPR",2017-07-14 11:45:00,27.6,""," ",2017,7,14
"297","GRBLPR",2017-07-14 12:00:00,27.3,""," ",2017,7,14
"298","GRBLPR",2017-07-14 12:15:00,27.2,""," ",2017,7,14
"299","GRBLPR",2017-07-14 12:30:00,27.2,""," ",2017,7,14
"300","GRBLPR",2017-07-14 12:45:00,27.4,""," ",2017,7,14
"301","GRBLPR",2017-07-14 13:00:00,27.7,""," ",2017,7,14
"302","GRBLPR",2017-07-14 13:15:00,27.8,""," ",2017,7,14
"303","GRBLPR",2017-07-14 13:30:00,27.9,""," ",2017,7,14
"304","GRBLPR",2017-07-14 13:45:00,28,""," ",2017,7,14
"305","GRBLPR",2017-07-14 14:00:00,28.2,""," ",2017,7,14
"306","GRBLPR",2017-07-14 14:15:00,28.3,""," ",2017,7,14
"307","GRBLPR",2017-07-14 14:30:00,28.6,""," ",2017,7,14
"308","GRBLPR",2017-07-14 14:45:00,28.8,""," ",2017,7,14
"309","GRBLPR",2017-07-14 15:00:00,28.9,""," ",2017,7,14
"310","GRBLPR",2017-07-14 15:15:00,29,""," ",2017,7,14
"311","GRBLPR",2017-07-14 15:30:00,29.2,""," ",2017,7,14
"312","GRBLPR",2017-07-14 15:45:00,29.4,""," ",2017,7,14
"313","GRBLPR",2017-07-14 16:00:00,29.3,""," ",2017,7,14
"314","GRBLPR",2017-07-14 16:15:00,29.6,""," ",2017,7,14
"315","GRBLPR",2017-07-14 16:30:00,29.8,""," ",2017,7,14
"316","GRBLPR",2017-07-14 16:45:00,29.8,""," ",2017,7,14
"317","GRBLPR",2017-07-14 17:00:00,29.9,""," ",2017,7,14
"318","GRBLPR",2017-07-14 17:15:00,29.9,""," ",2017,7,14
"319","GRBLPR",2017-07-14 17:30:00,30,""," ",2017,7,14
"320","GRBLPR",2017-07-14 17:45:00,30.1,""," ",2017,7,14
"321","GRBLPR",2017-07-14 18:00:00,30.1,""," ",2017,7,14
"322","GRBLPR",2017-07-14 18:15:00,30,""," ",2017,7,14
"323","GRBLPR",2017-07-14 18:30:00,30.1,""," ",2017,7,14
"324","GRBLPR",2017-07-14 18:45:00,30,""," ",2017,7,14
"325","GRBLPR",2017-07-14 19:00:00,29.6,""," ",2017,7,14
"326","GRBLPR",2017-07-14 19:15:00,29.6,""," ",2017,7,14
"327","GRBLPR",2017-07-14 19:30:00,29.5,""," ",2017,7,14
"328","GRBLPR",2017-07-14 19:45:00,29.5,""," ",2017,7,14
"329","GRBLPR",2017-07-14 20:00:00,29.4,""," ",2017,7,14
"330","GRBLPR",2017-07-14 20:15:00,29.3,""," ",2017,7,14
"331","GRBLPR",2017-07-14 20:30:00,29.2,""," ",2017,7,14
"332","GRBLPR",2017-07-14 20:45:00,29.1,""," ",2017,7,14
"333","GRBLPR",2017-07-14 21:00:00,29,""," ",2017,7,14
"334","GRBLPR",2017-07-14 21:15:00,28.9,""," ",2017,7,14
"335","GRBLPR",2017-07-14 21:30:00,28.8,""," ",2017,7,14
"336","GRBLPR",2017-07-14 21:45:00,28.7,""," ",2017,7,14
"337","GRBLPR",2017-07-14 22:00:00,28.5,""," ",2017,7,14
"338","GRBLPR",2017-07-14 22:15:00,28.4,""," ",2017,7,14
"339","GRBLPR",2017-07-14 22:30:00,28.3,""," ",2017,7,14
"340","GRBLPR",2017-07-14 22:45:00,28.2,""," ",2017,7,14
"341","GRBLPR",2017-07-14 23:00:00,28.1,""," ",2017,7,14
"342","GRBLPR",2017-07-14 23:15:00,28,""," ",2017,7,14
"343","GRBLPR",2017-07-14 23:30:00,27.9,""," ",2017,7,14
"344","GRBLPR",2017-07-14 23:45:00,27.7,""," ",2017,7,14
"345","GRBLPR",2017-07-15 00:00:00,27.7,""," ",2017,7,15
"346","GRBLPR",2017-07-15 00:15:00,27.5,""," ",2017,7,15
"347","GRBLPR",2017-07-15 00:30:00,27.4,""," ",2017,7,15
"348","GRBLPR",2017-07-15 00:45:00,27.5,""," ",2017,7,15
"349","GRBLPR",2017-07-15 01:00:00,27.6,""," ",2017,7,15
