system:index,B,G,N,R,training_poly,.geo
205,92.25,129.5,161.0,106.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83504823646268,43.185676342408165]}"
206,134.0,202.0,190.5,180.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86120717753624,43.16904852649911]}"
207,110.0,145.0,132.5,155.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84071660590547,43.068077888564076]}"
208,105.66666666666667,156.0,163.33333333333334,142.33333333333334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75140610035831,43.048791059414036]}"
209,90.33333333333333,131.33333333333334,142.33333333333334,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75122643730148,43.0488269920254]}"
210,90.66666666666667,124.66666666666667,103.66666666666667,98.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75145101612252,43.049132419222]}"
211,141.0,180.0,180.0,182.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90303273716485,43.0566333518444]}"
212,95.0,142.5,150.0,121.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7338709860123,43.0622388392173]}"
213,91.5,133.5,137.5,114.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83527281528372,43.18545176358713]}"
214,152.0,189.0,183.0,193.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93407851338402,43.024554513048486]}"
215,87.5,114.5,107.0,100.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83489552286439,43.18546074673998]}"
216,126.0,170.0,178.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93407851338402,43.02470722664679]}"
217,164.5,193.5,137.0,188.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8617012509425,43.1689586949707]}"
218,96.5,125.5,112.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76624626885197,43.08449010880494]}"
219,119.75,162.25,134.75,152.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83468891034903,43.1854876961985]}"
220,115.0,167.5,159.0,162.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84068067329412,43.06798805703567]}"
221,99.0,146.5,144.5,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73983579949885,43.04854851428732]}"
222,98.0,124.5,114.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7337631881782,43.061987310937745]}"
223,104.5,126.5,115.5,116.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7338260702481,43.06197832778491]}"
224,126.0,158.0,128.0,177.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90290697302507,43.05689386327679]}"
225,93.0,131.5,143.5,105.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83502128700415,43.1855954940326]}"
226,81.5,125.5,126.5,107.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83503925330984,43.185604477185436]}"
227,115.0,156.0,145.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73986274895738,43.0486742784271]}"
228,117.5,163.5,147.5,145.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73987173211022,43.0486742784271]}"
229,119.0,159.5,137.5,160.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84068965644695,43.067970090729986]}"
230,86.5,119.0,118.0,98.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8349853543928,43.18532599944736]}"
231,85.0,118.75,130.25,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83516501744961,43.185604477185436]}"
232,86.0,129.0,123.5,111.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83486857340586,43.18534396575304]}"
233,96.0,144.5,147.75,121.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73366437349695,43.06211307507753]}"
234,104.0,154.0,164.0,129.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7400424120142,43.048764109955506]}"
235,90.5,123.5,108.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76639898245027,43.08449010880494]}"
236,107.5,145.5,124.5,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347248429604,43.18555057826839]}"
237,121.0,166.0,129.0,166.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159345310841,43.16892276235934]}"
238,151.0,180.0,151.0,187.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86118022807771,43.168931745512175]}"
239,112.0,160.0,155.66666666666666,145.66666666666666,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75110965631455,43.048862924636765]}"
240,159.0,187.0,158.0,198.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90314951815178,43.056714200219965]}"
241,102.0,129.25,138.5,116.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73381708709525,43.06209510877184]}"
242,104.0,155.25,137.5,127.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8350751859212,43.185361932058726]}"
243,99.0,147.0,143.33333333333334,122.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75140610035831,43.04881800887256]}"
244,113.0,169.0,163.5,140.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74858539036617,43.06909298483513]}"
245,106.0,122.0,112.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93412342914823,43.02471620979963]}"
246,98.0,131.33333333333334,121.66666666666667,105.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75103779109182,43.04906953715211]}"
247,94.5,102.0,70.5,99.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76627321831049,43.08455299087483]}"
248,144.0,174.0,166.0,179.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90309561923473,43.05666030130292]}"
249,93.5,123.5,114.5,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.068077888564076]}"
250,94.0,118.75,107.75,103.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73396980069356,43.06209510877184]}"
251,99.5,137.0,126.75,120.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83508416907405,43.185433797281455]}"
252,117.0,146.0,114.0,161.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90279917519098,43.05685793066542]}"
253,94.5,130.5,118.0,116.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370928926116,43.062193923453094]}"
254,97.0,124.33333333333333,98.66666666666667,108.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75145999927535,43.04899767192938]}"
255,107.5,169.0,152.0,149.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74015919300113,43.048665295274255]}"
256,93.66666666666667,161.0,169.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75137016774694,43.048800042566874]}"
257,145.5,189.5,142.0,181.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73985376580454,43.048728177344145]}"
258,105.75,159.25,128.75,135.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74836081154514,43.06914688375218]}"
259,108.0,143.0,125.0,153.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90312256869326,43.05679504859554]}"
260,120.5,164.0,159.5,139.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74857640721333,43.06911993429366]}"
261,108.0,143.0,110.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83481467448881,43.18555057826839]}"
262,118.5,159.5,147.5,155.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.068041955952715]}"
263,116.0,141.0,118.0,143.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.02458146250701]}"
264,135.0,161.0,105.0,169.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86182701508228,43.16898564442923]}"
265,99.5,127.25,118.5,112.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83477874187744,43.18544278043429]}"
266,92.5,130.0,87.0,119.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83496738808711,43.18556854457407]}"
267,92.66666666666667,127.33333333333333,143.0,97.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75110965631455,43.04906953715211]}"
268,113.0,138.0,108.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93420427752379,43.02485095709225]}"
269,90.5,133.0,133.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76647983082584,43.08455299087483]}"
270,98.0,115.5,108.0,112.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76633610038039,43.08449909195778]}"
271,121.0,160.5,147.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73981783319317,43.04874614364983]}"
272,106.0,137.5,145.5,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84102203310208,43.06806890541124]}"
273,94.5,128.0,141.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73365539034411,43.06222985606446]}"
274,130.0,155.0,132.0,151.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9341413954539,43.02467129403542]}"
275,90.0,137.0,134.0,114.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18558651087975]}"
276,88.0,119.0,128.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90273629312108,43.05692979588815]}"
277,100.5,143.5,141.5,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.0488269920254]}"
278,113.5,170.5,169.5,139.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73997054679147,43.04888987409529]}"
279,113.5,161.5,145.5,124.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73979088373464,43.04878207626119]}"
280,90.0,140.0,150.5,129.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74007834462556,43.04871021103846]}"
281,89.66666666666667,101.0,86.33333333333333,84.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.049105469763475]}"
282,93.5,147.75,137.25,109.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74860335667186,43.06899417015388]}"
283,134.0,171.0,158.0,167.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93413241230107,43.02456349620133]}"
284,93.66666666666667,121.33333333333333,101.0,106.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75153186449809,43.04894377301233]}"
285,94.0,108.75,105.25,95.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73390691862366,43.06210409192468]}"
286,111.0,164.5,156.5,145.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73999749625,43.048557497440164]}"
287,108.5,141.0,107.0,128.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83476077557177,43.18557752772691]}"
288,155.5,176.0,141.5,188.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84058185861285,43.06803297279987]}"
289,93.0,109.75,95.5,99.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83514705114393,43.18562244349112]}"
290,83.0,105.0,114.0,103.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9026734110512,43.05686691381827]}"
291,98.25,122.75,112.0,110.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83515603429677,43.18540684782293]}"
292,85.0,134.5,136.0,124.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16902157704059]}"
293,163.0,182.5,127.5,190.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86121616068908,43.1689137792065]}"
294,92.5,113.0,97.0,116.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16901259388775]}"
295,109.0,158.0,146.5,151.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16894072866502]}"
296,96.33333333333333,122.0,96.33333333333333,110.33333333333333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.0490246213879]}"
297,98.5,129.0,116.0,113.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83478772503028,43.1854876961985]}"
298,93.0,131.5,143.25,102.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.069003153306724]}"
299,141.0,174.0,170.0,183.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90307765292906,43.05668725076144]}"
300,95.75,131.5,117.0,111.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18547871304566]}"
301,149.0,180.0,174.0,179.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9340964796897,43.0246443445769]}"
302,117.0,147.0,129.0,165.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84106694886628,43.0680599222584]}"
303,106.66666666666667,158.0,154.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7513791508998,43.049033604540746]}"
304,91.0,104.0,95.0,102.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90279917519098,43.05680403174838]}"
305,98.5,126.5,138.75,104.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18551464565702]}"
306,106.0,146.0,133.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90270036050973,43.056911829582475]}"
307,152.5,178.0,123.0,181.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.16888682974797]}"
308,108.0,135.0,115.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90285307410802,43.05689386327679]}"
309,89.0,96.66666666666667,86.33333333333333,87.33333333333333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75151389819241,43.04908750345779]}"
310,118.5,171.5,152.0,155.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74006936147272,43.04863834581573]}"
311,129.0,179.0,156.0,168.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74002444570851,43.04862037951005]}"
312,104.0,135.0,147.0,121.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.06905705222377]}"
313,102.0,132.0,112.66666666666667,115.33333333333333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04909648661064]}"
314,138.5,164.0,111.0,158.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.733718272414,43.06217595714741]}"
315,103.5,131.5,121.0,127.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86151260473284,43.16898564442923]}"
316,98.0,136.25,159.0,106.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74850454199061,43.06914688375218]}"
317,103.5,129.5,120.5,123.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8615485373442,43.16902157704059]}"
318,125.5,178.0,138.5,157.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73982681634601,43.048728177344145]}"
319,110.75,155.0,169.0,129.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74848657568492,43.0691289174465]}"
320,118.0,170.5,166.0,154.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74864827243607,43.069110951140814]}"
321,152.0,175.0,156.0,183.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.056705217067126]}"
322,99.0,124.5,104.0,110.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76641694875595,43.08453502456915]}"
323,132.5,165.5,117.0,173.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86122514384192,43.16888682974797]}"
324,138.0,199.0,191.0,165.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84117474670037,43.052123809118115]}"
325,98.0,120.5,116.0,109.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86150362158,43.169075475957634]}"
326,115.5,155.5,115.0,137.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83486857340586,43.18555956142123]}"
327,129.0,171.0,153.5,167.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84083338689241,43.068041955952715]}"
328,131.0,175.0,147.0,168.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93430309220504,43.02454552989565]}"
329,121.0,165.0,174.5,140.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74869318820028,43.06908400168229]}"
330,118.0,191.0,177.5,170.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.169066492804795]}"
331,132.5,162.5,111.0,165.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.16901259388775]}"
332,124.0,177.0,164.0,190.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90324833283303,43.056705217067126]}"
333,103.5,121.0,108.5,111.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73400573330491,43.06202324354911]}"
334,119.0,152.0,137.0,138.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.0247970581752]}"
335,177.0,197.0,169.0,208.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90303273716485,43.0566782676086]}"
336,120.0,186.0,180.5,169.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86129700906466,43.16898564442923]}"
337,100.0,133.0,134.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90255663006427,43.05685793066542]}"
338,119.0,154.0,137.0,168.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90264646159268,43.05680403174838]}"
339,90.0,128.0,145.0,106.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73375420502536,43.06206815931332]}"
340,91.0,135.0,139.75,107.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.185604477185436]}"
341,96.0,128.33333333333334,125.33333333333333,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75098389217477,43.0489797056237]}"
342,128.0,157.0,132.5,163.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068077888564076]}"
343,126.5,181.5,164.0,158.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73991664787442,43.0488269920254]}"
344,155.0,193.0,186.0,197.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93406054707833,43.02466231088258]}"
345,114.5,162.0,169.5,128.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74871115450595,43.06908400168229]}"
346,132.0,161.0,154.0,168.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90286205726086,43.05675911598417]}"
347,144.5,166.5,111.0,171.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86167430148399,43.1689137792065]}"
348,104.33333333333333,133.33333333333334,110.66666666666667,120.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75123542045434,43.04922225075041]}"
349,142.0,180.0,162.0,182.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93408749653686,43.02457247935417]}"
350,112.0,164.0,172.0,134.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8411567803947,43.05210584281243]}"
351,101.5,130.0,95.0,120.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159345310841,43.16898564442923]}"
352,101.5,136.0,108.0,122.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.18555956142123]}"
353,130.0,152.0,123.5,160.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84098610049071,43.06803297279987]}"
354,111.5,161.5,148.0,149.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86152158788569,43.1689137792065]}"
355,97.0,143.5,152.0,140.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8410489825606,43.06802398964703]}"
356,119.5,178.0,172.0,162.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86144073951012,43.16898564442923]}"
357,102.5,135.75,122.0,115.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.835030270157,43.18544278043429]}"
358,152.0,192.0,192.0,197.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93401563131413,43.024590445659854]}"
359,96.33333333333333,117.0,108.66666666666667,109.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7515767802623,43.049042587693584]}"
360,100.33333333333333,136.66666666666666,146.66666666666666,109.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75105575739751,43.048934789859494]}"
361,100.0,154.5,172.0,133.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.048871907789604]}"
362,90.0,145.0,170.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086931950378,43.05215075857664]}"
363,101.0,142.5,117.0,126.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.185469729892816]}"
364,109.33333333333333,170.0,159.0,144.33333333333334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75112762262023,43.04888987409529]}"
365,102.0,129.0,122.0,110.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.0620412098548]}"
366,88.5,135.25,140.75,110.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73379912078957,43.06214002453605]}"
367,98.0,104.5,92.5,85.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76624626885197,43.08453502456915]}"
368,129.0,160.5,115.5,171.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86158446995557,43.16887784659513]}"
369,100.66666666666667,132.33333333333334,104.0,113.66666666666667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04899767192938]}"
370,90.66666666666667,167.66666666666666,169.66666666666666,138.66666666666666,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75138813405263,43.048898857248126]}"
371,96.5,133.0,144.0,112.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73383505340094,43.06216697399457]}"
372,97.0,126.0,124.5,113.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8348775565587,43.18544278043429]}"
373,127.0,176.0,178.0,184.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93400664816129,43.02473417610531]}"
374,149.0,170.5,135.0,177.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84087830265662,43.068050939105554]}"
375,151.0,191.0,190.0,196.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93403359761982,43.02453654674281]}"
376,140.5,167.5,121.5,173.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16892276235934]}"
377,109.5,146.0,140.0,153.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84088728580946,43.068077888564076]}"
378,90.5,125.75,139.0,100.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83512908483826,43.185676342408165]}"
379,162.5,176.0,138.0,177.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8409591510322,43.0680599222584]}"
380,103.5,147.5,158.75,126.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83508416907405,43.18547871304566]}"
381,95.0,127.5,115.0,119.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86153955419137,43.169003610734904]}"
382,104.0,162.0,170.0,134.66666666666666,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75139711720547,43.048800042566874]}"
383,126.0,167.0,159.5,166.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068041955952715]}"
384,144.5,169.5,107.5,175.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16903056019343]}"
385,89.0,110.0,108.0,107.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90280815834382,43.056786065442694]}"
386,95.0,135.0,113.75,109.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83484162394733,43.18531701629452]}"
387,99.0,135.25,122.0,121.75,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83505721961552,43.1853349826002]}"
388,159.5,175.5,144.0,194.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84107593201912,43.0680599222584]}"
389,100.25,125.5,112.25,118.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83501230385131,43.18546074673998]}"
390,122.25,173.25,166.25,147.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7485674240605,43.06914688375218]}"
391,103.0,133.5,109.5,115.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74837877785083,43.06909298483513]}"
392,113.0,156.0,169.0,171.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93397969870277,43.02470722664679]}"
393,121.0,151.5,123.5,152.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86171023409536,43.16886886344229]}"
394,91.5,100.5,64.0,103.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7397998668875,43.04864732896857]}"
395,121.5,179.0,170.5,156.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16903954334627]}"
396,125.0,156.0,95.0,162.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86174616670671,43.16892276235934]}"
397,99.0,128.5,110.25,108.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18552362880987]}"
398,96.75,137.0,119.5,116.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18539786467009]}"
399,100.5,131.5,120.0,112.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83473382611324,43.18555956142123]}"
400,84.0,89.0,36.0,74.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92444857353826,43.04243997035531]}"
401,96.0,113.0,40.0,99.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88281166011932,43.1297292665132]}"
402,72.0,66.5,20.0,68.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82531049878283,43.175507413391934]}"
403,102.0,97.0,26.5,98.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84857686464152,43.12329732907891]}"
404,90.5,98.5,22.0,75.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8686991270058,43.0786151268468]}"
405,86.0,88.5,17.5,80.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86977710534674,43.078965469807606]}"
406,78.5,88.0,30.5,68.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84854093203016,43.12333326169027]}"
