system:index,B,G,N,R,training_poly,.geo
42,125.5,127.0,49.5,106.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7250405467694,43.0517285503931]}"
43,116.0,147.5,157.0,127.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7248429174069,43.051809398768675]}"
44,116.5,124.5,162.0,106.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.071877762215905]}"
45,106.5,112.0,121.0,115.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.863596696192,43.08273839400091]}"
46,129.5,130.5,161.0,116.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.0718328464517]}"
47,89.0,88.5,89.5,77.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78741057694582,43.099689603412244]}"
48,127.0,142.0,124.0,121.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86172820040103,43.05875337591492]}"
49,89.0,94.5,94.5,95.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78747345901571,43.0995279066611]}"
50,99.0,111.0,126.5,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86374042663746,43.08250483202704]}"
51,93.5,95.5,100.5,78.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78740159379298,43.09967163710656]}"
52,96.0,104.5,99.0,95.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.1160119921247]}"
53,100.5,114.0,137.0,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82458286340268,43.1160119921247]}"
54,106.0,120.0,65.0,120.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82462777916689,43.11596707636049]}"
55,120.5,118.0,152.0,106.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.07192267798011]}"
56,105.0,98.5,174.5,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07199454320284]}"
57,100.0,115.0,111.0,102.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.115850295373555]}"
58,142.0,166.0,99.0,156.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.05870846015071]}"
59,133.0,140.0,147.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07196759374432]}"
60,98.0,101.0,168.0,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07149148664373]}"
61,125.0,127.0,172.0,98.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07309947100231]}"
62,106.5,118.0,59.0,114.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11596707636049]}"
63,111.5,125.5,149.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7356586334277,43.069614007699926]}"
64,101.0,113.5,111.0,98.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72485190055974,43.0518363482272]}"
65,89.5,90.5,35.5,81.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.09969858656508]}"
66,174.0,182.0,133.0,165.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90298782140064,43.07311743730799]}"
67,135.0,139.5,73.5,152.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.07034164308006]}"
68,87.0,98.5,180.0,85.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86248278523969,43.07166216654772]}"
69,133.5,142.0,126.5,131.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86241990316981,43.07175199807613]}"
70,103.0,114.5,70.5,107.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86358771303915,43.08288212444637]}"
71,148.5,154.0,98.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86240193686412,43.071743014923285]}"
72,89.5,91.0,170.5,83.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86249176839253,43.07147352033805]}"
73,86.5,95.0,153.0,81.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.116164705722994]}"
74,94.75,89.5,131.25,74.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74623180432178,43.07625255764957]}"
75,118.5,126.5,169.0,124.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05812455521603]}"
76,117.5,124.5,168.5,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86247380208685,43.07184182960454]}"
77,125.0,138.0,102.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86169226778966,43.058627611775144]}"
78,87.75,88.0,103.75,71.75,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74629468639168,43.0763244228723]}"
79,114.0,114.5,132.5,98.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05809760575751]}"
80,126.5,133.0,166.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07185081275738]}"
81,117.0,138.0,123.0,128.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82449303187428,43.115850295373555]}"
82,107.5,112.5,174.0,96.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.0717250486176]}"
83,102.5,106.0,71.0,99.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72487885001826,43.05182736507436]}"
84,146.5,160.0,85.0,160.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443014980439,43.11583232906787]}"
85,97.5,107.5,152.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74661807989395,43.08288212444637]}"
86,90.5,96.5,109.0,86.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7871680318191,43.0996357044952]}"
87,105.0,119.5,61.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82460981286121,43.11594911005481]}"
88,92.0,105.0,150.0,93.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78745549271002,43.09958180557815]}"
89,118.0,129.0,89.5,125.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11588622798492]}"
90,98.5,109.0,93.5,99.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82465472862542,43.11610182365311]}"
91,101.0,109.5,135.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.09957282242531]}"
92,111.5,122.0,93.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8635517804278,43.082909073904894]}"
93,91.5,106.5,144.5,107.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.0825407646384]}"
94,145.5,161.0,63.0,154.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73369132295548,43.07033265992722]}"
95,104.5,117.0,122.0,107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74317753235577,43.06709872490439]}"
96,109.5,122.5,119.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08258568040261]}"
97,130.5,146.0,91.5,147.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82438523404018,43.11581436276219]}"
98,118.0,136.0,106.0,113.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8616563351783,43.05875337591492]}"
99,113.5,123.0,58.5,123.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.08298093912762]}"
100,92.5,89.5,72.0,95.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.082936023363416]}"
101,109.0,115.0,166.5,105.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07176098122897]}"
102,89.5,85.0,87.5,89.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.083007888586145]}"
103,84.5,87.5,119.0,73.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82451099817996,43.1162096214872]}"
104,114.0,118.5,143.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.072084374731254]}"
105,104.5,107.0,175.5,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86250075154537,43.07154538556078]}"
106,120.5,125.0,148.0,116.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07207539157841]}"
107,92.0,94.25,150.0,82.75,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74615095594622,43.076225608191045]}"
108,102.0,121.0,131.0,109.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74311465028589,43.06709872490439]}"
109,86.5,96.0,187.0,72.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.071608267630666]}"
110,123.0,136.0,137.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86177311616524,43.058789308526286]}"
111,103.0,113.5,171.5,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.071805896993176]}"
112,105.0,122.0,126.5,111.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11599402581901]}"
113,110.0,126.0,141.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86179108247092,43.058834224290486]}"
114,90.0,95.5,108.5,95.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09953688981395]}"
115,114.0,133.0,96.5,129.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82441218349871,43.11579639645651]}"
116,117.0,136.5,73.5,136.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370928926116,43.07032367677438]}"
117,101.5,107.0,151.5,98.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78723989704184,43.09957282242531]}"
118,88.5,99.0,106.5,87.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74657316412974,43.08291805705773]}"
119,129.0,147.5,121.5,138.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11612877311163]}"
120,121.5,150.5,107.5,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78746447586288,43.09957282242531]}"
121,163.0,172.0,138.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07312642046083]}"
122,114.0,137.0,111.5,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86375839294314,43.08254974779124]}"
123,96.5,99.5,182.0,80.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07159030132499]}"
124,108.5,122.5,87.0,109.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86372246033177,43.08268449508386]}"
125,164.0,172.0,157.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07298269001537]}"
126,98.5,106.5,127.5,92.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78748244216855,43.099617738189515]}"
127,94.0,108.0,96.0,97.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11600300897185]}"
128,118.5,137.0,93.5,133.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82434930142881,43.115787413303664]}"
129,110.0,101.0,149.5,103.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05806167314615]}"
130,113.0,124.5,179.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71732401847882,43.04906055399927]}"
131,107.5,128.0,121.0,115.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86377635924882,43.08257669724977]}"
132,118.5,125.5,169.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.071814880146015]}"
133,112.0,128.5,110.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443913295722,43.116164705722994]}"
134,106.5,111.5,158.5,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72045015566755,43.05809760575751]}"
135,155.0,158.0,165.0,133.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07301862262673]}"
136,111.0,111.0,183.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71724317010325,43.049033604540746]}"
137,96.0,102.5,33.5,93.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09970756971793]}"
138,103.5,116.5,138.0,118.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86369551087326,43.082558730944086]}"
139,111.0,127.0,132.0,117.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86365957826189,43.08262161301398]}"
140,129.5,140.5,107.5,121.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07193166113295]}"
141,102.5,109.5,139.5,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86255465046241,43.072057425272725]}"
142,93.0,102.0,116.5,87.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11619165518152]}"
143,159.0,166.0,120.0,151.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90304172031769,43.0730545552381]}"
144,106.0,121.0,110.5,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356974673348,43.082873141293526]}"
145,148.0,157.5,115.0,150.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78731176226457,43.09950994035542]}"
146,146.0,156.0,163.0,126.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.073072521543786]}"
147,83.75,90.5,115.0,83.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74666299565816,43.08290009075205]}"
148,90.0,98.0,118.0,81.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.11611978995879]}"
149,109.0,117.0,123.5,104.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.082945006516255]}"
150,101.0,125.5,184.0,110.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.0490246213879]}"
151,109.5,139.5,165.5,131.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72040523990334,43.058115572063194]}"
152,113.0,130.5,175.5,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71726113640894,43.048970722470855]}"
153,99.0,103.0,189.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88523711138645,43.060136781452464]}"
154,105.0,106.5,187.5,99.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71728808586745,43.048934789859494]}"
155,94.5,114.0,145.5,91.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08268449508386]}"
156,106.0,117.0,134.5,106.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82445709926291,43.115850295373555]}"
157,115.0,118.0,92.5,101.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72483393425405,43.05179143246299]}"
158,86.0,88.0,185.5,84.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07158131817214]}"
159,110.5,117.0,163.5,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86239295371128,43.071814880146015]}"
160,146.0,146.0,120.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9031315518461,43.07327913405913]}"
161,137.5,155.0,104.5,143.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08258568040261]}"
162,117.0,140.0,130.0,124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72486986686542,43.05177346615731]}"
163,94.5,108.0,158.0,93.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78739261064014,43.09959078873099]}"
164,121.0,116.5,138.5,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.08252279833272]}"
165,117.0,147.5,145.5,126.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72495969839383,43.051737533545946]}"
166,85.0,82.75,121.75,82.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74624078747462,43.076261540802406]}"
167,110.0,119.5,138.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86361466249768,43.08273839400091]}"
168,112.0,129.5,105.0,112.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74323143127282,43.067080758598706]}"
169,98.5,118.0,113.5,111.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08259466355545]}"
170,115.5,120.5,136.5,111.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07182386329886]}"
171,113.0,134.5,159.5,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7173869005487,43.04896173931802]}"
172,105.5,114.0,139.0,103.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86368652772042,43.082531781485564]}"
173,118.0,138.0,90.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86192582976354,43.05876235906776]}"
174,90.0,89.0,38.0,81.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.099689603412244]}"
175,137.0,158.5,99.5,155.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11588622798492]}"
176,108.0,127.5,77.0,126.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82459184655553,43.11603894158322]}"
177,113.5,136.0,169.0,128.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.04907852030495]}"
178,130.0,132.0,146.0,127.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86232108848856,43.071805896993176]}"
179,100.5,113.0,174.0,106.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71735096793734,43.0490246213879]}"
180,81.5,83.5,137.0,75.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74619587171041,43.07624357449672]}"
181,114.0,128.5,155.5,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86245583578116,43.071913694827266]}"
182,125.0,141.0,130.0,125.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.07195861059147]}"
183,121.0,142.0,65.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11579639645651]}"
184,108.0,123.5,122.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86373144348461,43.08252279833272]}"
185,127.0,139.0,131.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8618090487766,43.0587713422206]}"
186,119.0,136.5,172.5,123.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05813353836888]}"
187,117.0,125.5,68.0,117.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7337631881782,43.07040452514995]}"
188,93.0,102.5,88.5,90.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.824564897097,43.116155722570156]}"
189,99.5,107.0,141.5,102.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.09960875503668]}"
190,97.5,101.0,142.5,99.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.099554856119624]}"
191,112.0,130.0,97.0,107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86187193084649,43.05880727483196]}"
192,123.5,142.5,125.5,129.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356076358064,43.08278330976511]}"
193,114.0,130.0,133.0,107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.058798291679125]}"
194,94.0,103.0,169.0,77.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88529101030349,43.06012779829962]}"
195,123.5,140.0,111.5,131.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86366856141473,43.08251381517988]}"
196,98.5,104.0,154.0,89.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07206640842557]}"
197,78.75,84.75,13.5,68.75,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7463216358502,43.07635137233082]}"
198,151.0,153.0,146.0,123.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07322523514208]}"
199,98.0,111.5,141.5,104.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.099626721342354]}"
200,91.0,124.25,124.5,107.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18539786467009]}"
201,91.0,143.0,161.0,103.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.052123809118115]}"
202,117.33333333333333,185.0,164.66666666666666,165.66666666666666,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75128033621854,43.04895275616517]}"
203,100.5,138.75,129.25,117.25,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8350751859212,43.185433797281455]}"
204,113.0,157.0,144.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90314951815178,43.05681301490122]}"
