system:index,B,G,N,R,training_poly,.geo
20,147.0,145.0,126.0,145.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.824564897097,43.11600300897185]}"
21,144.0,146.0,138.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82448404872143,43.1159041942906]}"
22,151.0,162.0,96.0,162.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82444811611008,43.11587724483208]}"
23,140.0,133.0,120.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90300578770632,43.07309048784946]}"
24,130.0,119.0,207.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78742854325151,43.09951892350826]}"
25,134.0,139.0,117.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.733718272414,43.07035960938574]}"
26,130.0,122.0,206.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78739261064014,43.0995279066611]}"
27,149.0,147.0,135.0,146.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11606589104174]}"
28,128.0,118.0,191.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86173718355387,43.05882524113765]}"
29,130.0,120.0,215.0,117.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71737791739586,43.04898868877654]}"
30,142.0,139.0,131.0,137.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11589521113776]}"
31,130.0,116.0,210.0,110.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78748244216855,43.09959078873099]}"
32,134.0,122.0,192.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625726167681,43.07196759374432]}"
33,136.0,126.0,192.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86245583578116,43.07177894753465]}"
34,147.0,151.0,135.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11610182365311]}"
35,140.0,129.0,118.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07319828568356]}"
36,138.0,126.0,197.0,132.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74669892826952,43.08286415814069]}"
37,142.0,141.0,112.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90306866977622,43.07301862262673]}"
38,130.0,122.0,203.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78737464433446,43.09950994035542]}"
39,142.0,137.0,123.0,135.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90306866977622,43.07309947100231]}"
40,133.0,124.0,196.0,120.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86374042663746,43.08251381517988]}"
41,135.0,122.0,179.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07192267798011]}"
42,123.0,113.0,181.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7250405467694,43.0517285503931]}"
43,132.0,134.0,220.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7248429174069,43.051809398768675]}"
44,134.0,123.0,198.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.071877762215905]}"
45,131.0,123.0,185.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.863596696192,43.08273839400091]}"
46,137.0,134.0,190.0,126.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.0718328464517]}"
47,119.0,102.0,108.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78741057694582,43.099689603412244]}"
48,134.0,129.0,174.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86172820040103,43.05875337591492]}"
49,138.0,141.0,177.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78747345901571,43.0995279066611]}"
50,132.0,122.0,197.0,117.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86374042663746,43.08250483202704]}"
51,124.0,111.0,162.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78740159379298,43.09967163710656]}"
52,140.0,129.0,163.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.1160119921247]}"
53,147.0,149.0,141.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82458286340268,43.1160119921247]}"
54,147.0,148.0,116.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82462777916689,43.11596707636049]}"
55,134.0,125.0,191.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.07192267798011]}"
56,131.0,120.0,191.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07199454320284]}"
57,145.0,147.0,145.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.115850295373555]}"
58,137.0,139.0,153.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.05870846015071]}"
59,141.0,134.0,176.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07196759374432]}"
60,131.0,119.0,202.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07149148664373]}"
61,142.0,136.0,122.0,134.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07309947100231]}"
62,145.0,145.0,126.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11596707636049]}"
63,119.0,87.0,182.0,95.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7356586334277,43.069614007699926]}"
64,123.0,94.0,167.0,110.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72485190055974,43.0518363482272]}"
65,117.0,101.0,22.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.09969858656508]}"
66,142.0,143.0,107.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90298782140064,43.07311743730799]}"
67,134.0,130.0,146.0,133.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.07034164308006]}"
68,130.0,116.0,209.0,111.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86248278523969,43.07166216654772]}"
69,142.0,144.0,164.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86241990316981,43.07175199807613]}"
70,143.0,147.0,107.0,148.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86358771303915,43.08288212444637]}"
71,144.0,145.0,134.0,150.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86240193686412,43.071743014923285]}"
72,132.0,118.0,195.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86249176839253,43.07147352033805]}"
73,147.0,150.0,159.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.116164705722994]}"
74,136.0,125.0,200.0,123.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74623180432178,43.07625255764957]}"
75,130.0,116.0,212.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05812455521603]}"
76,131.0,121.0,204.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86247380208685,43.07184182960454]}"
77,128.0,136.0,176.0,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86169226778966,43.058627611775144]}"
78,139.0,127.0,201.0,123.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74629468639168,43.0763244228723]}"
79,123.0,111.0,186.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05809760575751]}"
80,134.0,119.0,195.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07185081275738]}"
81,145.0,143.0,134.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82449303187428,43.115850295373555]}"
82,131.0,120.0,201.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.0717250486176]}"
83,130.0,132.0,174.0,132.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72487885001826,43.05182736507436]}"
84,149.0,153.0,96.0,151.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443014980439,43.11583232906787]}"
85,135.0,123.0,212.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74661807989395,43.08288212444637]}"
86,121.0,103.0,166.0,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7871680318191,43.0996357044952]}"
87,145.0,147.0,109.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82460981286121,43.11594911005481]}"
88,128.0,118.0,208.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78745549271002,43.09958180557815]}"
89,143.0,145.0,100.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11588622798492]}"
90,143.0,142.0,150.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82465472862542,43.11610182365311]}"
91,128.0,118.0,189.0,113.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.09957282242531]}"
92,138.0,132.0,170.0,125.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8635517804278,43.082909073904894]}"
93,124.0,108.0,192.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.0825407646384]}"
94,135.0,140.0,134.0,135.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73369132295548,43.07033265992722]}"
95,134.0,128.0,193.0,125.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74317753235577,43.06709872490439]}"
96,132.0,127.0,201.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08258568040261]}"
97,153.0,158.0,123.0,155.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82438523404018,43.11581436276219]}"
98,130.0,116.0,192.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8616563351783,43.05875337591492]}"
99,151.0,156.0,121.0,156.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.08298093912762]}"
100,141.0,142.0,186.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.082936023363416]}"
101,135.0,129.0,182.0,125.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07176098122897]}"
102,139.0,139.0,210.0,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.083007888586145]}"
103,140.0,130.0,172.0,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82451099817996,43.1162096214872]}"
104,137.0,131.0,158.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.072084374731254]}"
105,132.0,119.0,198.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86250075154537,43.07154538556078]}"
106,140.0,134.0,176.0,132.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07207539157841]}"
107,142.0,134.0,206.0,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74615095594622,43.076225608191045]}"
108,140.0,134.0,200.0,129.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74311465028589,43.06709872490439]}"
109,130.0,118.0,207.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.071608267630666]}"
110,126.0,113.0,195.0,108.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86177311616524,43.058789308526286]}"
111,134.0,120.0,187.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.071805896993176]}"
112,147.0,158.0,127.0,152.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11599402581901]}"
113,130.0,122.0,185.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86179108247092,43.058834224290486]}"
114,130.0,120.0,205.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09953688981395]}"
115,152.0,150.0,134.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82441218349871,43.11579639645651]}"
116,137.0,137.0,150.0,132.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370928926116,43.07032367677438]}"
117,127.0,116.0,195.0,110.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78723989704184,43.09957282242531]}"
118,141.0,131.0,209.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74657316412974,43.08291805705773]}"
119,147.0,147.0,138.0,145.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11612877311163]}"
120,124.0,116.0,208.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78746447586288,43.09957282242531]}"
121,143.0,143.0,104.0,142.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07312642046083]}"
122,135.0,134.0,187.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86375839294314,43.08254974779124]}"
123,131.0,114.0,205.0,108.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07159030132499]}"
124,128.0,111.0,184.0,107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86372246033177,43.08268449508386]}"
125,147.0,150.0,113.0,148.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07298269001537]}"
126,127.0,118.0,190.0,113.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78748244216855,43.099617738189515]}"
127,142.0,144.0,146.0,142.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11600300897185]}"
128,152.0,162.0,119.0,156.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82434930142881,43.115787413303664]}"
129,126.0,111.0,209.0,107.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05806167314615]}"
130,132.0,125.0,207.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71732401847882,43.04906055399927]}"
131,130.0,123.0,206.0,119.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86377635924882,43.08257669724977]}"
132,131.0,122.0,198.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.071814880146015]}"
133,147.0,150.0,152.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443913295722,43.116164705722994]}"
134,130.0,114.0,214.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72045015566755,43.05809760575751]}"
135,140.0,139.0,119.0,135.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07301862262673]}"
136,130.0,122.0,210.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71724317010325,43.049033604540746]}"
137,113.0,93.0,31.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09970756971793]}"
138,135.0,128.0,198.0,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86369551087326,43.082558730944086]}"
139,135.0,132.0,177.0,137.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86365957826189,43.08262161301398]}"
140,141.0,142.0,153.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07193166113295]}"
141,140.0,134.0,170.0,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86255465046241,43.072057425272725]}"
142,148.0,147.0,153.0,146.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11619165518152]}"
143,145.0,145.0,79.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90304172031769,43.0730545552381]}"
144,134.0,125.0,167.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356974673348,43.082873141293526]}"
145,128.0,117.0,204.0,111.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78731176226457,43.09950994035542]}"
146,144.0,149.0,104.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.073072521543786]}"
147,137.0,130.0,197.0,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74666299565816,43.08290009075205]}"
148,147.0,152.0,122.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.11611978995879]}"
149,135.0,124.0,184.0,120.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.082945006516255]}"
150,131.0,125.0,207.0,123.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.0490246213879]}"
151,128.0,108.0,201.0,105.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72040523990334,43.058115572063194]}"
152,130.0,125.0,216.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71726113640894,43.048970722470855]}"
153,135.0,129.0,151.0,124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88523711138645,43.060136781452464]}"
154,130.0,124.0,214.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71728808586745,43.048934789859494]}"
155,130.0,120.0,192.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08268449508386]}"
156,145.0,138.0,135.0,138.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82445709926291,43.115850295373555]}"
157,122.0,111.0,201.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72483393425405,43.05179143246299]}"
158,130.0,114.0,205.0,110.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07158131817214]}"
159,132.0,119.0,200.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86239295371128,43.071814880146015]}"
160,140.0,150.0,72.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9031315518461,43.07327913405913]}"
161,145.0,150.0,153.0,156.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08258568040261]}"
162,123.0,104.0,207.0,104.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72486986686542,43.05177346615731]}"
163,127.0,117.0,203.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78739261064014,43.09959078873099]}"
164,135.0,122.0,188.0,125.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.08252279833272]}"
165,128.0,128.0,218.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72495969839383,43.051737533545946]}"
166,137.0,133.0,203.0,124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74624078747462,43.076261540802406]}"
167,130.0,119.0,197.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86361466249768,43.08273839400091]}"
168,140.0,138.0,169.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74323143127282,43.067080758598706]}"
169,130.0,123.0,199.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08259466355545]}"
170,143.0,145.0,169.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07182386329886]}"
171,128.0,119.0,214.0,118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7173869005487,43.04896173931802]}"
172,130.0,118.0,197.0,111.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86368652772042,43.082531781485564]}"
173,135.0,135.0,146.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86192582976354,43.05876235906776]}"
174,117.0,101.0,34.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.099689603412244]}"
175,147.0,156.0,125.0,153.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11588622798492]}"
176,147.0,150.0,114.0,148.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82459184655553,43.11603894158322]}"
177,128.0,118.0,201.0,117.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.04907852030495]}"
178,136.0,127.0,183.0,126.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86232108848856,43.071805896993176]}"
179,128.0,122.0,206.0,117.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71735096793734,43.0490246213879]}"
180,138.0,129.0,212.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74619587171041,43.07624357449672]}"
181,132.0,122.0,192.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86245583578116,43.071913694827266]}"
182,143.0,138.0,164.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.07195861059147]}"
183,150.0,151.0,116.0,149.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11579639645651]}"
184,134.0,128.0,197.0,121.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86373144348461,43.08252279833272]}"
185,128.0,122.0,191.0,122.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8618090487766,43.0587713422206]}"
186,128.0,118.0,205.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05813353836888]}"
187,133.0,135.0,114.0,135.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7337631881782,43.07040452514995]}"
188,142.0,139.0,160.0,137.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.824564897097,43.116155722570156]}"
189,124.0,112.0,184.0,106.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.09960875503668]}"
190,132.0,122.0,185.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.099554856119624]}"
191,125.0,116.0,147.0,110.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86187193084649,43.05880727483196]}"
192,140.0,136.0,183.0,134.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356076358064,43.08278330976511]}"
193,130.0,119.0,192.0,116.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.058798291679125]}"
194,131.0,118.0,170.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88529101030349,43.06012779829962]}"
195,145.0,141.0,159.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86366856141473,43.08251381517988]}"
196,139.0,131.0,171.0,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07206640842557]}"
197,143.0,143.0,131.0,147.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7463216358502,43.07635137233082]}"
198,140.0,134.0,116.0,130.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07322523514208]}"
199,123.0,113.0,126.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.099626721342354]}"
200,134.5,161.0,213.0,140.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18539786467009]}"
201,123.0,141.0,204.0,119.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.052123809118115]}"
202,133.0,170.0,204.0,154.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75128033621854,43.04895275616517]}"
203,135.5,156.0,199.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8350751859212,43.185433797281455]}"
204,123.0,132.0,159.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90314951815178,43.05681301490122]}"
