system:index,B,G,N,R,training_poly,.geo
260,142.0,152.0,139.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74857640721333,43.06911993429366]}"
261,122.0,142.0,139.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83481467448881,43.18555057826839]}"
262,122.0,138.0,129.0,107.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.068041955952715]}"
263,123.0,125.0,96.0,114.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.02458146250701]}"
264,136.0,153.0,133.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86182701508228,43.16898564442923]}"
265,119.0,130.0,140.0,96.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83477874187744,43.18544278043429]}"
266,117.0,127.0,106.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83496738808711,43.18556854457407]}"
267,139.0,161.0,155.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75110965631455,43.04906953715211]}"
268,105.0,118.0,107.0,88.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93420427752379,43.02485095709225]}"
269,128.0,138.0,127.0,119.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76647983082584,43.08455299087483]}"
270,138.0,153.0,136.0,133.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76633610038039,43.08449909195778]}"
271,134.0,143.0,137.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73981783319317,43.04874614364983]}"
272,149.0,159.0,142.0,152.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84102203310208,43.06806890541124]}"
273,128.0,145.0,114.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73365539034411,43.06222985606446]}"
274,129.0,137.0,106.0,132.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9341413954539,43.02467129403542]}"
275,125.0,130.0,108.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18558651087975]}"
276,132.0,151.0,121.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90273629312108,43.05692979588815]}"
277,128.0,138.0,139.0,119.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.0488269920254]}"
278,132.0,147.0,148.0,124.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73997054679147,43.04888987409529]}"
279,144.0,155.0,127.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73979088373464,43.04878207626119]}"
280,132.0,154.0,145.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74007834462556,43.04871021103846]}"
281,148.0,164.0,168.0,153.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.049105469763475]}"
282,142.0,157.0,141.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74860335667186,43.06899417015388]}"
283,133.0,154.0,152.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93413241230107,43.02456349620133]}"
284,145.0,174.0,180.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75153186449809,43.04894377301233]}"
285,130.0,146.0,106.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73390691862366,43.06210409192468]}"
286,138.0,147.0,125.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73999749625,43.048557497440164]}"
287,124.0,147.0,157.0,113.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83476077557177,43.18557752772691]}"
288,129.0,146.0,140.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84058185861285,43.06803297279987]}"
289,121.0,132.0,154.0,96.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83514705114393,43.18562244349112]}"
290,131.0,151.0,127.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9026734110512,43.05686691381827]}"
291,127.0,150.0,156.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83515603429677,43.18540684782293]}"
292,139.0,162.0,161.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16902157704059]}"
293,145.0,163.0,137.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86121616068908,43.1689137792065]}"
294,142.0,161.0,155.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16901259388775]}"
295,140.0,162.0,156.0,138.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16894072866502]}"
296,147.0,173.0,175.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.0490246213879]}"
297,120.0,136.0,146.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83478772503028,43.1854876961985]}"
298,151.0,159.0,128.0,154.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.069003153306724]}"
299,155.0,172.0,144.0,163.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90307765292906,43.05668725076144]}"
300,118.0,135.0,142.0,102.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18547871304566]}"
301,137.0,163.0,151.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9340964796897,43.0246443445769]}"
302,137.0,156.0,158.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84106694886628,43.0680599222584]}"
303,152.0,173.0,174.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7513791508998,43.049033604540746]}"
304,129.0,146.0,121.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90279917519098,43.05680403174838]}"
305,120.0,133.0,150.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18551464565702]}"
306,129.0,146.0,117.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90270036050973,43.056911829582475]}"
307,146.0,155.0,117.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.16888682974797]}"
308,131.0,146.0,129.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90285307410802,43.05689386327679]}"
309,140.0,164.0,174.0,138.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75151389819241,43.04908750345779]}"
310,141.0,154.0,143.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74006936147272,43.04863834581573]}"
311,144.0,154.0,135.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74002444570851,43.04862037951005]}"
312,149.0,162.0,125.0,158.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.06905705222377]}"
313,127.0,147.0,124.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04909648661064]}"
314,142.0,156.0,120.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.733718272414,43.06217595714741]}"
315,128.0,147.0,143.0,124.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86151260473284,43.16898564442923]}"
316,139.0,150.0,138.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74850454199061,43.06914688375218]}"
317,131.0,146.0,139.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8615485373442,43.16902157704059]}"
318,131.0,142.0,131.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73982681634601,43.048728177344145]}"
319,138.0,149.0,130.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74848657568492,43.0691289174465]}"
320,144.0,153.0,143.0,133.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74864827243607,43.069110951140814]}"
321,151.0,162.0,133.0,162.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.056705217067126]}"
322,132.0,151.0,130.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76641694875595,43.08453502456915]}"
323,144.0,155.0,110.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86122514384192,43.16888682974797]}"
324,123.0,136.0,140.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84117474670037,43.052123809118115]}"
325,121.0,127.0,109.0,110.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86150362158,43.169075475957634]}"
326,122.0,142.0,149.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83486857340586,43.18555956142123]}"
327,123.0,143.0,143.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84083338689241,43.068041955952715]}"
328,92.0,102.0,86.0,71.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93430309220504,43.02454552989565]}"
329,141.0,152.0,139.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74869318820028,43.06908400168229]}"
330,145.0,170.0,170.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.169066492804795]}"
331,140.0,156.0,129.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.16901259388775]}"
332,140.0,163.0,157.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90324833283303,43.056705217067126]}"
333,122.0,133.0,100.0,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73400573330491,43.06202324354911]}"
334,124.0,146.0,121.0,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.0247970581752]}"
335,144.0,157.0,142.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90303273716485,43.0566782676086]}"
336,142.0,165.0,167.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86129700906466,43.16898564442923]}"
337,128.0,146.0,118.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90255663006427,43.05685793066542]}"
338,129.0,146.0,125.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90264646159268,43.05680403174838]}"
339,129.0,147.0,118.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73375420502536,43.06206815931332]}"
340,124.0,141.0,155.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.185604477185436]}"
341,126.0,139.0,104.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75098389217477,43.0489797056237]}"
342,148.0,162.0,123.0,161.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068077888564076]}"
343,132.0,145.0,135.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73991664787442,43.0488269920254]}"
344,140.0,169.0,159.0,137.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93406054707833,43.02466231088258]}"
345,144.0,156.0,142.0,139.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74871115450595,43.06908400168229]}"
346,132.0,144.0,112.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90286205726086,43.05675911598417]}"
347,142.0,156.0,135.0,139.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86167430148399,43.1689137792065]}"
348,131.0,145.0,117.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75123542045434,43.04922225075041]}"
349,137.0,157.0,140.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93408749653686,43.02457247935417]}"
350,129.0,150.0,147.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8411567803947,43.05210584281243]}"
351,139.0,163.0,157.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159345310841,43.16898564442923]}"
352,127.0,135.0,90.0,112.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.18555956142123]}"
353,118.0,130.0,130.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84098610049071,43.06803297279987]}"
354,141.0,161.0,154.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86152158788569,43.1689137792065]}"
355,109.0,121.0,131.0,85.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8410489825606,43.06802398964703]}"
356,148.0,171.0,173.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86144073951012,43.16898564442923]}"
357,139.0,157.0,160.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.835030270157,43.18544278043429]}"
358,132.0,159.0,155.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93401563131413,43.024590445659854]}"
359,141.0,162.0,176.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7515767802623,43.049042587693584]}"
360,141.0,159.0,154.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75105575739751,43.048934789859494]}"
361,134.0,145.0,142.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.048871907789604]}"
362,117.0,134.0,148.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086931950378,43.05215075857664]}"
363,120.0,130.0,113.0,108.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.185469729892816]}"
364,140.0,161.0,153.0,141.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75112762262023,43.04888987409529]}"
365,129.0,144.0,99.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.0620412098548]}"
366,131.0,150.0,124.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73379912078957,43.06214002453605]}"
367,130.0,139.0,133.0,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76624626885197,43.08453502456915]}"
368,147.0,158.0,134.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86158446995557,43.16887784659513]}"
369,142.0,156.0,123.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04899767192938]}"
370,148.0,173.0,179.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75138813405263,43.048898857248126]}"
371,140.0,159.0,128.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73383505340094,43.06216697399457]}"
372,118.0,133.0,148.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8348775565587,43.18544278043429]}"
373,132.0,161.0,162.0,120.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93400664816129,43.02473417610531]}"
374,136.0,159.0,150.0,133.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84087830265662,43.068050939105554]}"
375,133.0,159.0,156.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93403359761982,43.02453654674281]}"
376,131.0,142.0,103.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16892276235934]}"
377,147.0,165.0,152.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84088728580946,43.068077888564076]}"
378,125.0,146.0,174.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83512908483826,43.185676342408165]}"
379,126.0,136.0,116.0,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8409591510322,43.0680599222584]}"
380,125.0,143.0,131.0,113.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83508416907405,43.18547871304566]}"
381,131.0,151.0,142.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86153955419137,43.169003610734904]}"
382,145.0,171.0,178.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75139711720547,43.048800042566874]}"
383,132.0,153.0,158.0,124.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068041955952715]}"
384,140.0,154.0,120.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16903056019343]}"
385,129.0,146.0,121.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90280815834382,43.056786065442694]}"
386,124.0,136.0,133.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83484162394733,43.18531701629452]}"
387,129.0,151.0,162.0,115.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83505721961552,43.1853349826002]}"
388,137.0,159.0,159.0,129.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84107593201912,43.0680599222584]}"
389,125.0,136.0,142.0,107.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83501230385131,43.18546074673998]}"
390,142.0,155.0,143.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7485674240605,43.06914688375218]}"
391,149.0,164.0,132.0,153.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74837877785083,43.06909298483513]}"
392,139.0,169.0,165.0,132.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93397969870277,43.02470722664679]}"
393,136.0,150.0,117.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86171023409536,43.16886886344229]}"
394,153.0,167.0,129.0,157.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7397998668875,43.04864732896857]}"
395,136.0,154.0,152.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16903954334627]}"
396,140.0,158.0,134.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86174616670671,43.16892276235934]}"
397,123.0,143.0,152.0,109.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18552362880987]}"
398,118.0,135.0,130.0,102.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18539786467009]}"
399,129.0,152.0,163.0,115.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83473382611324,43.18555956142123]}"
400,95.0,114.0,22.0,109.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92444857353826,43.04243997035531]}"
401,85.0,86.0,18.0,66.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88281166011932,43.1297292665132]}"
402,109.0,116.0,18.0,93.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82531049878283,43.175507413391934]}"
403,88.0,92.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84857686464152,43.12329732907891]}"
404,85.0,88.0,11.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8686991270058,43.0786151268468]}"
405,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86977710534674,43.078965469807606]}"
406,88.0,92.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84854093203016,43.12333326169027]}"
407,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86859132917171,43.07997158292582]}"
408,88.0,92.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84895415706085,43.123836318249374]}"
409,81.0,74.0,8.0,63.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7895665336277,43.10411829776295]}"
410,85.0,88.0,10.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86824996936375,43.07864207630532]}"
411,85.0,88.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86983998741663,43.07982785248036]}"
412,81.0,74.0,8.0,63.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78920720751407,43.10444169126524]}"
413,87.0,88.0,10.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86795352531998,43.07921699808716]}"
414,111.0,114.0,19.0,91.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82445709926291,43.175884705811264]}"
415,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86956150967855,43.07914513286443]}"
416,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86927404878763,43.078866655126355]}"
417,111.0,116.0,19.0,93.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82550812814533,43.17564216068455]}"
418,85.0,88.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87004659993198,43.07882173936215]}"
419,85.0,90.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86966032435981,43.07972903779911]}"
420,90.0,90.0,9.0,70.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84960992721825,43.123521907899935]}"
421,81.0,82.0,17.0,62.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88261403075681,43.129477738233646]}"
422,92.0,95.0,15.0,76.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86042564323905,43.19531526540677]}"
423,85.0,86.0,10.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86851946394897,43.07946852636672]}"
424,85.0,90.0,11.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86852844710181,43.080097347065596]}"
425,83.0,74.0,8.0,64.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78969229776749,43.10426202820841]}"
426,113.0,112.0,21.0,95.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8201811185105,43.19547696215791]}"
427,83.0,84.0,17.0,62.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8826769128267,43.129585536067744]}"
428,85.0,86.0,11.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86841166611488,43.079720054646266]}"
429,111.0,109.0,20.0,91.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81989365761959,43.195602726297686]}"
430,83.0,74.0,8.0,65.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78945873579362,43.10426202820841]}"
431,88.0,92.0,9.0,68.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84806482492958,43.12364767203971]}"
432,85.0,88.0,11.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86829488512794,43.08012429652412]}"
433,85.0,88.0,10.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8688518406041,43.07883072251499]}"
434,85.0,86.0,13.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87021727983596,43.07978293671616]}"
435,85.0,90.0,31.0,70.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86997473470925,43.07888462143204]}"
436,83.0,88.0,14.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86878895853421,43.079558357895124]}"
437,87.0,88.0,12.0,70.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86916625095354,43.079208014934316]}"
438,83.0,74.0,8.0,64.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78966534830896,43.10462135432206]}"
439,81.0,74.0,8.0,63.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78900059499871,43.104720169003315]}"
440,85.0,86.0,16.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86904048681376,43.07864207630532]}"
441,116.0,116.0,19.0,95.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8253284650885,43.17597453733968]}"
442,87.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86948066130299,43.07883072251499]}"
443,81.0,74.0,8.0,65.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78899161184587,43.104792034226044]}"
444,90.0,93.0,15.0,80.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86075801989418,43.19532424855961]}"
445,88.0,90.0,10.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8488553423796,43.123692587803916]}"
446,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86939082977457,43.079558357895124]}"
447,113.0,116.0,19.0,93.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82531049878283,43.17562419437887]}"
448,85.0,86.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8701184651547,43.07916309917012]}"
449,85.0,88.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87019033037744,43.07938767799114]}"
450,87.0,92.0,9.0,68.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84953806199553,43.1237105541096]}"
451,99.0,114.0,21.0,109.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92388263490926,43.04270946494054]}"
452,88.0,92.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.848945173908,43.12353089105277]}"
453,85.0,88.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86951659391434,43.07887563827919]}"
454,83.0,88.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87012744830754,43.07950445897808]}"
455,83.0,88.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87008253254334,43.079693105187744]}"
456,108.0,114.0,18.0,91.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82481642537655,43.17587572265842]}"
457,85.0,88.0,11.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86865421124159,43.07895648665477]}"
458,85.0,88.0,10.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86853743025466,43.07932479592125]}"
459,87.0,90.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84891822444949,43.1235578405113]}"
460,101.0,115.0,23.0,113.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92383771914506,43.04282624592748]}"
461,88.0,90.0,9.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84864872986425,43.12389021716643]}"
462,83.0,90.0,12.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86943574553878,43.08007938075991]}"
463,85.0,88.0,15.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86888777321546,43.079001402418974]}"
464,85.0,86.0,12.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87010948200187,43.07998056607866]}"
