system:index,B,G,Lidar,N,R,training_poly,.geo
683,94,96,-0.70642877,78,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85270418530672,43.15865369936666]}"
684,98,106,-0.39799926,85,101,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82687429371308,43.18621849905562]}"
685,124,127,-0.36974508,89,116,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76723983348056,43.076198851009785]}"
686,102,110,-1.4999237,73,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90688771233208,43.0586589218196]}"
687,109,114,-0.64688855,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85796008602762,43.13211854495146]}"
688,92,96,-1.4999237,72,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85411489190092,43.05302141816928]}"
689,96,104,-0.44258684,78,93,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90500981569716,43.132963508460236]}"
690,111,113,-0.6380046,88,110,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85786402509041,43.13194683706598]}"
691,158,156,-0.06429636,116,148,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86526183231021,43.09153691338905]}"
692,110,115,-0.3326603,80,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76704351953475,43.07618830620259]}"
693,90,94,-0.56794304,80,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85192615592854,43.15890920436758]}"
694,103,110,-0.74987006,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85684223296934,43.132074632369914]}"
695,106,109,-0.7387116,86,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85687482561006,43.13239891775661]}"
696,106,114,-0.6652132,86,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85789519976893,43.13237913038675]}"
697,94,96,-0.6195497,80,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85249362307984,43.15876922036363]}"
698,106,109,-0.6988505,82,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8575510973088,43.13237669753948]}"
699,106,112,-0.68814874,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85774808317338,43.13235108582207]}"
700,95,100,-1.4999237,76,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.854254058929,43.05270734875695]}"
701,102,110,-0.5366951,80,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90461498291248,43.13308690081034]}"
702,107,112,-0.68860626,86,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85762554543948,43.13232321486741]}"
703,154,150,-0.33393636,115,146,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86479338425,43.09166865536166]}"
704,110,110,-0.73548317,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85692350810355,43.132435268375964]}"
705,113,123,-0.34928554,85,112,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76732827944313,43.076028515921124]}"
706,106,114,-0.31919497,81,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76723071512716,43.07598274112926]}"
707,94,98,-0.6165723,80,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85212263155077,43.158928606296755]}"
708,87,90,-1.4999237,70,84,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.853806271086,43.05315425104055]}"
709,104,110,-0.31624806,80,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76719243354358,43.07608145773632]}"
710,86,88,-1.4999237,74,78,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85443530972613,43.052924674760476]}"
711,108,110,-0.7426261,86,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8570005691337,43.13218377117295]}"
712,116,122,-0.22167605,92,114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8647743410961,43.09124544746653]}"
713,137,138,-0.13447316,104,126,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8650411224053,43.09150836266008]}"
714,164,164,-0.22632392,123,153,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86490368069491,43.09168743140002]}"
715,146,148,-0.17607784,108,136,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86495198386821,43.09175078092225]}"
716,114,118,-0.31453684,82,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76725566566834,43.07595593246545]}"
717,106,110,-0.69136864,84,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85767399103963,43.132377566532284]}"
718,104,110,-0.695015,82,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85748965044542,43.13237626299359]}"
719,138,139,-0.10117297,105,131,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86515470519588,43.091275117125136]}"
720,92,94,-1.4999237,74,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85399322650981,43.052939539452794]}"
721,94,96,-0.908033,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85295067499575,43.15861044533569]}"
722,112,114,-0.7074034,86,109,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85731736184712,43.13239304744928]}"
723,150,150,-0.1080702,108,139,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86511809643447,43.09125685752337]}"
724,105,113,-0.4521374,83,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82698536449614,43.1861923100352]}"
725,104,110,-1.4999237,76,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90657784074403,43.058899908371004]}"
726,108,114,-0.46198028,88,110,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82709754539864,43.18608511616703]}"
727,136,138,-0.18890537,102,129,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86487176851757,43.091309141272255]}"
728,107,112,-0.7254776,84,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85708980007433,43.13194136153735]}"
729,111,116,-1.4999237,78,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90706155936402,43.05849804636916]}"
730,100,110,-0.5155142,87,103,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82710663819856,43.186319220120275]}"
731,109,112,-0.7191707,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85720628262916,43.13242826773504]}"
732,110,115,-0.4257788,86,109,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82694834091217,43.18620103972075]}"
733,90,95,-1.4999237,72,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8540787844183,43.052967151934354]}"
734,106,109,-0.70813984,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85741911854042,43.13213272312721]}"
735,102,107,-0.45675075,87,103,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82703259089958,43.18633667955643]}"
736,94,96,-0.710708,80,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85262766926346,43.158860188968475]}"
737,88,92,-1.4999237,72,86,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85380805427313,43.053019239082076]}"
738,112,120,-0.33098704,86,114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7671791024905,43.0761533656826]}"
739,106,113,-0.66536343,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85775282836107,43.13199105857573]}"
740,92,92,-0.84917104,76,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85236804696436,43.15896635917534]}"
741,142,143,-0.2149522,106,133,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86475083567629,43.09116426848258]}"
742,146,144,-0.07660892,104,132,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86522698385791,43.091383642391094]}"
743,104,114,-0.6884509,84,103,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85769762067945,43.13244974576028]}"
744,92,96,-0.82789904,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85281161136987,43.15889750349256]}"
745,94,98,-0.5978486,82,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85228509228368,43.15873173030682]}"
746,106,112,-0.6782409,85,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85770248481589,43.132080717843465]}"
747,86,86,-1.4999237,79,77,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85457281218396,43.05273661613239]}"
748,94,99,-0.7538738,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85280397587634,43.15854639153423]}"
749,144,148,-0.1537295,114,138,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86498941468764,43.09170603525048]}"
750,96,104,-0.60877323,84,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82723074918643,43.18623911796831]}"
751,106,110,-0.74226683,83,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85695259927054,43.13209341650926]}"
752,116,116,-0.33659765,81,110,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76715402017749,43.07618917488473]}"
753,108,112,-1.4999237,76,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90659522993033,43.05848594838808]}"
754,110,112,-0.7398846,86,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85664833619906,43.131866224879026]}"
755,106,111,-1.4999237,75,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90697296907692,43.05871349767833]}"
756,110,114,-0.041721456,84,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88188368452786,43.09700806014982]}"
757,108,112,-0.73175234,86,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85699219824133,43.131886661778054]}"
758,132,135,-0.5148048,84,114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76730135437543,43.07619033296164]}"
759,110,115,-0.6426466,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85796103481573,43.13204653949734]}"
760,108,112,-0.6847928,86,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85752545059061,43.132457529847535]}"
761,106,112,-0.7250088,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85730697159956,43.132248949638665]}"
762,88,94,-1.4999237,72,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85383117477643,43.05312742300703]}"
763,90,95,-0.81562084,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85286270138252,43.15875384326191]}"
764,122,118,0.07010414,86,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75731841739494,43.072861860931134]}"
765,96,102,-0.42221525,80,98,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8268995107915,43.186173677003396]}"
766,92,92,-1.4999237,74,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85437608060106,43.05276222480153]}"
767,107,113,-0.14349048,89,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86504523115296,43.09119333599913]}"
768,91,93,-0.7204714,76,93,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85260272144764,43.15888701589362]}"
769,106,114,-1.4999237,78,103,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90636034146144,43.0586194126691]}"
770,97,104,-0.31384227,74,95,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7670086611629,43.07605300826786]}"
771,108,110,-0.7229284,83,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85733380542025,43.132078110575215]}"
772,108,111,-0.71675587,88,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85720711360173,43.132365262977885]}"
773,105,113,-1.4999237,76,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90628302231717,43.058915953085865]}"
774,91,96,-1.4999237,74,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85405281131459,43.053074987204695]}"
775,107,110,-0.68774647,86,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8575260439093,43.13241252644632]}"
776,108,109,-0.73361856,84,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85718419685043,43.13223907957396]}"
777,92,96,-0.75416464,80,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85272698239855,43.158788883722295]}"
778,120,118,0.07010414,82,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7571472028052,43.07281549222565]}"
779,112,120,-0.31269646,80,110,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76702014892729,43.07610710813756]}"
780,106,113,-1.4999237,77,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90641837913039,43.05888984747404]}"
781,90,99,-0.381,79,93,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82677293140284,43.186433789303706]}"
782,128,126,-0.3118814,100,126,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86467562197052,43.091280761951126]}"
783,92,96,-0.7711121,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.852777355698,43.15869922729697]}"
784,91,94,-1.4999237,73,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8543769121619,43.05269921920809]}"
785,118,119,-0.17405605,95,114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86482229151972,43.09133579932828]}"
786,98,102,-0.53628683,82,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8271358024015,43.185986381164334]}"
787,91,94,-0.8579313,76,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85288836575049,43.15867301250748]}"
788,118,126,-0.34189335,84,119,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76740339417047,43.07593008873267]}"
789,104,110,-0.7485251,84,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8567396424861,43.13239796091274]}"
790,94,98,-0.64922404,82,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85215855908818,43.15900087389718]}"
791,90,92,-1.4999237,74,86,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85400526229976,43.05295762820786]}"
792,110,112,-0.720443,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85720652005017,43.13241026637593]}"
793,110,118,-1.4999237,80,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.907048395696,43.05856997212052]}"
794,106,112,-0.64772695,86,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85782691999243,43.13196457780864]}"
795,142,145,-0.3221206,108,141,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86465188176962,43.09121758447051]}"
796,136,135,-0.057293925,101,128,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86526441425089,43.09133889662312]}"
797,95,98,-0.62771887,82,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85221036803676,43.1588032102136]}"
798,98,104,-0.31284183,71,97,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76720668610429,43.0759465458855]}"
799,104,110,-1.4999237,74,101,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9067558020994,43.058406000000026]}"
800,93,96,5.0140495,118,91,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72417381877726,43.05072876522187]}"
801,96,102,4.600388,135,105,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7243438440828,43.05084718653704]}"
802,69,66,2.851367,70,56,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69507069519494,43.071009023549905]}"
803,76,73,5.199092,103,63,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72399993432603,43.05086235731977]}"
804,66,62,5.897566,70,50,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72360017753054,43.050517001904645]}"
805,63,74,17.592764,102,63,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81774737615534,43.20214665753086]}"
806,62,73,13.712033,108,60,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81824711425473,43.20160127904864]}"
807,80,94,4.8709373,135,71,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93559681692548,43.03419037105112]}"
808,97,104,5.016435,128,96,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8606905442254,43.08140502141391]}"
809,94,102,9.548851,162,76,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.741521668017,43.062680449722095]}"
810,72,72,4.390979,98,59,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6946888416496,43.071086794951775]}"
811,68,56,3.417057,72,50,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74151571279015,43.06307647232493]}"
812,78,85,5.4614725,111,73,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86066162007626,43.08173787683468]}"
813,86,92,4.572775,142,70,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72344876870282,43.05078580274067]}"
814,98,94,4.811892,104,88,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86075123229327,43.08145945844115]}"
815,50,62,8.34461,110,44,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81849924571456,43.202053218962334]}"
816,72,77,3.2019675,94,66,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69489512594174,43.07124157394985]}"
817,70,84,9.015563,122,66,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81868591338232,43.20190157887642]}"
818,53,51,4.2522078,76,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8189425358075,43.20202950047504]}"
819,82,84,6.4878616,114,86,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.824948816343,43.164303824911904]}"
820,84,88,11.452005,122,83,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74039168467213,43.06271631666948]}"
821,52,47,1.359453,45,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81902828454156,43.20205714007688]}"
822,58,57,19.018982,80,51,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81759130350623,43.20186645568075]}"
823,81,84,3.5966747,120,71,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72393429740261,43.05114086692682]}"
824,60,58,7.798456,84,48,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74124917965779,43.06284027537151]}"
825,62,60,2.8974624,79,49,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72395649920888,43.051294077412784]}"
826,60,60,8.141424,78,50,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81854176612106,43.201648470923075]}"
827,61,58,4.802599,84,53,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74159152903901,43.062933059527694]}"
828,96,106,7.7491627,116,104,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9351297020879,43.03425939961275]}"
829,66,72,17.70772,114,58,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81771683144746,43.20168735915777]}"
830,58,69,7.00755,121,51,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7415319129324,43.06281555667011]}"
831,80,68,5.3272595,80,56,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72349923846095,43.050696202487046]}"
832,75,77,4.287357,89,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7245174522042,43.05073159488729]}"
833,45,50,1.7203914,72,39,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8187382425082,43.20167693159208]}"
834,118,124,4.9629874,136,123,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86081121263625,43.08156790004386]}"
835,75,86,19.214752,108,68,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81764782687152,43.2022269314167]}"
836,96,100,11.250399,121,95,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74051470635048,43.06269930918883]}"
837,116,116,3.676339,139,115,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74113396469961,43.06315439983567]}"
838,73,74,10.117535,106,56,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.818575683318,43.20186475612374]}"
839,75,82,4.5187664,90,74,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86092219746673,43.08153267518895]}"
840,74,64,3.7080667,54,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69480762525548,43.071339848283195]}"
841,76,80,4.1719875,115,74,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72369353184477,43.050832828027744]}"
842,78,83,2.9591954,70,72,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69511866405381,43.0710814435303]}"
843,93,100,5.5563464,124,96,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93537916352592,43.033918929967875]}"
844,82,83,5.0893507,115,78,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72413383080125,43.05093547320903]}"
845,82,108,6.0903482,168,82,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82501078896912,43.16426827497376]}"
846,88,92,5.568719,109,82,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90732876683252,43.07166020436368]}"
847,81,92,6.6560917,130,72,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9351781406351,43.03431371932484]}"
