system:index,B,G,N,R,training_poly,.geo
26,98.0,94.0,107.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78739261064014,43.0995279066611]}"
27,78.0,73.0,44.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11606589104174]}"
28,92.0,96.0,183.0,96.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86173718355387,43.05882524113765]}"
29,85.0,85.0,94.0,88.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71737791739586,43.04898868877654]}"
30,85.0,81.0,51.0,80.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11589521113776]}"
31,73.0,70.0,89.0,71.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78748244216855,43.09959078873099]}"
32,74.0,66.0,91.0,63.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625726167681,43.07196759374432]}"
33,96.0,93.0,135.0,92.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86245583578116,43.07177894753465]}"
34,71.0,63.0,47.0,62.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82452896448564,43.11610182365311]}"
35,123.0,149.0,148.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07319828568356]}"
36,82.0,77.5,93.5,81.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74669892826952,43.08286415814069]}"
37,126.0,136.0,131.0,144.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90306866977622,43.07301862262673]}"
38,110.0,105.0,111.0,103.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78737464433446,43.09950994035542]}"
39,129.0,138.0,167.0,142.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90306866977622,43.07309947100231]}"
40,98.0,100.0,146.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86374042663746,43.08251381517988]}"
41,144.0,142.0,183.0,143.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07192267798011]}"
42,80.0,65.0,26.0,57.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7250405467694,43.0517285503931]}"
43,93.0,82.0,69.0,73.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7248429174069,43.051809398768675]}"
44,100.0,102.0,164.0,104.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.071877762215905]}"
45,100.0,99.0,156.0,98.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.863596696192,43.08273839400091]}"
46,95.0,95.0,144.0,96.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.0718328464517]}"
47,77.0,66.0,63.0,62.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78741057694582,43.099689603412244]}"
48,92.0,98.0,185.0,81.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86172820040103,43.05875337591492]}"
49,60.0,46.0,55.0,40.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78747345901571,43.0995279066611]}"
50,88.0,90.0,144.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86374042663746,43.08250483202704]}"
51,81.0,75.0,80.0,70.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78740159379298,43.09967163710656]}"
52,76.0,69.0,32.0,66.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.1160119921247]}"
53,68.0,65.0,34.0,65.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82458286340268,43.1160119921247]}"
54,92.0,89.0,41.0,85.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82462777916689,43.11596707636049]}"
55,96.0,100.0,157.0,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86244685262832,43.07192267798011]}"
56,94.0,93.0,155.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07199454320284]}"
57,72.0,68.0,47.0,69.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.115850295373555]}"
58,107.0,115.0,84.0,115.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.05870846015071]}"
59,97.0,101.0,140.0,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07196759374432]}"
60,103.0,94.0,148.0,92.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07149148664373]}"
61,114.0,134.0,188.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07309947100231]}"
62,92.0,88.0,38.0,83.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11596707636049]}"
63,77.0,68.0,63.0,62.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7356586334277,43.069614007699926]}"
64,71.0,60.0,33.0,53.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72485190055974,43.0518363482272]}"
65,78.0,67.0,32.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.09969858656508]}"
66,136.0,137.0,138.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90298782140064,43.07311743730799]}"
67,94.0,92.0,36.0,89.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.07034164308006]}"
68,94.0,91.0,175.0,93.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86248278523969,43.07166216654772]}"
69,104.0,104.0,148.0,104.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86241990316981,43.07175199807613]}"
70,72.0,62.0,48.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86358771303915,43.08288212444637]}"
71,90.0,89.0,143.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86240193686412,43.071743014923285]}"
72,79.0,76.0,141.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86249176839253,43.07147352033805]}"
73,66.0,57.0,65.0,52.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.116164705722994]}"
74,78.0,68.5,94.5,67.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74623180432178,43.07625255764957]}"
75,77.0,71.0,74.0,66.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05812455521603]}"
76,88.0,89.0,146.0,90.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86247380208685,43.07184182960454]}"
77,108.0,115.0,195.0,124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86169226778966,43.058627611775144]}"
78,75.5,60.5,56.0,57.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74629468639168,43.0763244228723]}"
79,103.0,109.0,151.0,114.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05809760575751]}"
80,94.0,95.0,149.0,95.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.07185081275738]}"
81,81.0,79.0,62.0,81.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82449303187428,43.115850295373555]}"
82,96.0,96.0,171.0,99.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.0717250486176]}"
83,75.0,63.0,44.0,57.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72487885001826,43.05182736507436]}"
84,102.0,101.0,72.0,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443014980439,43.11583232906787]}"
85,82.0,72.0,51.0,70.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74661807989395,43.08288212444637]}"
86,72.0,62.0,70.0,58.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7871680318191,43.0996357044952]}"
87,84.0,79.0,34.0,77.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82460981286121,43.11594911005481]}"
88,93.0,90.0,104.0,88.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78745549271002,43.09958180557815]}"
89,84.0,79.0,54.0,79.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11588622798492]}"
90,63.0,53.0,38.0,50.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82465472862542,43.11610182365311]}"
91,83.0,76.0,90.0,75.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.09957282242531]}"
92,112.0,104.0,111.0,100.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8635517804278,43.082909073904894]}"
93,100.0,106.0,163.0,112.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.0825407646384]}"
94,94.0,90.0,42.0,88.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73369132295548,43.07033265992722]}"
95,111.0,104.0,101.0,108.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74317753235577,43.06709872490439]}"
96,100.0,93.0,122.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08258568040261]}"
97,81.0,79.0,33.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82438523404018,43.11581436276219]}"
98,94.0,96.0,202.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8616563351783,43.05875337591492]}"
99,84.0,76.0,45.0,73.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.08298093912762]}"
100,85.0,77.0,36.0,74.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.082936023363416]}"
101,89.0,89.0,135.0,92.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07176098122897]}"
102,81.0,73.0,43.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74663604619964,43.083007888586145]}"
103,69.0,58.0,66.0,57.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82451099817996,43.1162096214872]}"
104,68.0,61.0,82.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86243786947549,43.072084374731254]}"
105,80.0,76.0,143.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86250075154537,43.07154538556078]}"
106,87.0,80.0,115.0,82.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07207539157841]}"
107,62.0,54.5,62.5,51.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74615095594622,43.076225608191045]}"
108,95.0,88.0,97.0,89.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74311465028589,43.06709872490439]}"
109,90.0,86.0,155.0,86.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.071608267630666]}"
110,86.0,99.0,198.0,89.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86177311616524,43.058789308526286]}"
111,95.0,97.0,153.0,97.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.071805896993176]}"
112,77.0,73.0,35.0,75.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82454693079133,43.11599402581901]}"
113,87.0,101.0,189.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86179108247092,43.058834224290486]}"
114,98.0,98.0,111.0,99.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09953688981395]}"
115,75.0,71.0,32.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82441218349871,43.11579639645651]}"
116,112.0,113.0,45.0,111.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370928926116,43.07032367677438]}"
117,81.0,76.0,88.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78723989704184,43.09957282242531]}"
118,90.0,76.0,27.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74657316412974,43.08291805705773]}"
119,80.0,74.0,60.0,71.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11612877311163]}"
120,88.0,83.0,98.0,82.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78746447586288,43.09957282242531]}"
121,125.0,123.0,91.0,134.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90302375401201,43.07312642046083]}"
122,90.0,90.0,127.0,92.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86375839294314,43.08254974779124]}"
123,77.0,71.0,124.0,70.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07159030132499]}"
124,73.0,65.0,83.0,65.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86372246033177,43.08268449508386]}"
125,127.0,137.0,160.0,137.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07298269001537]}"
126,96.0,89.0,100.0,87.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78748244216855,43.099617738189515]}"
127,72.0,67.0,27.0,65.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82461879601405,43.11600300897185]}"
128,61.0,58.0,31.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82434930142881,43.115787413303664]}"
129,105.0,105.0,149.0,105.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72047710512608,43.05806167314615]}"
130,127.0,135.0,169.0,141.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71732401847882,43.04906055399927]}"
131,93.0,88.0,119.0,87.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86377635924882,43.08257669724977]}"
132,94.0,96.0,171.0,99.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.071814880146015]}"
133,68.0,63.0,68.0,61.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82443913295722,43.116164705722994]}"
134,99.0,99.0,140.0,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72045015566755,43.05809760575751]}"
135,129.0,131.0,159.0,142.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07301862262673]}"
136,106.0,106.0,120.0,109.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71724317010325,43.049033604540746]}"
137,79.0,66.0,28.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78734769487593,43.09970756971793]}"
138,114.0,123.0,174.0,127.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86369551087326,43.082558730944086]}"
139,117.0,120.0,167.0,124.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86365957826189,43.08262161301398]}"
140,139.0,138.0,168.0,139.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86253668415674,43.07193166113295]}"
141,80.0,76.0,102.0,77.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86255465046241,43.072057425272725]}"
142,69.0,60.0,69.0,58.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11619165518152]}"
143,126.0,126.0,86.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90304172031769,43.0730545552381]}"
144,99.0,93.0,122.0,93.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356974673348,43.082873141293526]}"
145,90.0,91.0,88.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78731176226457,43.09950994035542]}"
146,124.0,128.0,134.0,136.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.073072521543786]}"
147,85.0,77.0,47.0,77.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74666299565816,43.08290009075205]}"
148,75.0,68.0,44.0,64.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455591394417,43.11611978995879]}"
149,101.0,95.0,115.0,93.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86351584781643,43.082945006516255]}"
150,81.0,83.0,110.0,85.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.0490246213879]}"
151,91.0,78.0,58.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72040523990334,43.058115572063194]}"
152,95.0,93.0,88.0,94.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71726113640894,43.048970722470855]}"
153,86.0,86.0,109.0,79.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88523711138645,43.060136781452464]}"
154,92.0,91.0,92.0,93.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71728808586745,43.048934789859494]}"
155,84.0,85.0,142.0,86.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08268449508386]}"
156,74.0,75.0,68.0,76.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82445709926291,43.115850295373555]}"
157,74.0,67.0,45.0,58.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72483393425405,43.05179143246299]}"
158,91.0,85.0,153.0,84.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8625277010039,43.07158131817214]}"
159,96.0,97.0,170.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86239295371128,43.071814880146015]}"
160,113.0,109.0,108.0,108.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9031315518461,43.07327913405913]}"
161,115.0,122.0,123.0,128.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86364161195621,43.08258568040261]}"
162,75.0,66.0,52.0,59.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72486986686542,43.05177346615731]}"
163,99.0,97.0,115.0,96.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78739261064014,43.09959078873099]}"
164,107.0,114.0,161.0,120.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86367754456757,43.08252279833272]}"
165,90.0,83.0,86.0,79.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72495969839383,43.051737533545946]}"
166,75.0,63.0,79.5,61.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74624078747462,43.076261540802406]}"
167,96.0,95.0,153.0,95.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86361466249768,43.08273839400091]}"
168,79.0,72.0,53.0,68.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74323143127282,43.067080758598706]}"
169,93.0,88.0,117.0,87.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86376737609598,43.08259466355545]}"
170,89.0,90.0,150.0,92.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86242888632265,43.07182386329886]}"
171,88.0,80.0,68.0,80.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7173869005487,43.04896173931802]}"
172,98.0,105.0,160.0,111.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86368652772042,43.082531781485564]}"
173,86.0,82.0,107.0,69.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86192582976354,43.05876235906776]}"
174,79.0,68.0,38.0,60.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7873387117231,43.099689603412244]}"
175,78.0,76.0,73.0,79.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82446608241575,43.11588622798492]}"
176,85.0,81.0,46.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82459184655553,43.11603894158322]}"
177,137.0,136.0,149.0,140.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71729706902029,43.04907852030495]}"
178,103.0,103.0,163.0,105.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86232108848856,43.071805896993176]}"
179,68.0,65.0,73.0,67.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71735096793734,43.0490246213879]}"
180,112.0,101.0,126.0,98.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74619587171041,43.07624357449672]}"
181,85.0,88.0,157.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86245583578116,43.071913694827266]}"
182,98.0,94.0,112.0,95.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86238397055844,43.07195861059147]}"
183,65.0,63.0,35.0,62.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82447506556859,43.11579639645651]}"
184,94.0,97.0,145.0,101.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86373144348461,43.08252279833272]}"
185,95.0,113.0,207.0,102.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8618090487766,43.0587713422206]}"
186,78.0,72.0,78.0,67.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72051303773745,43.05813353836888]}"
187,86.0,83.0,51.0,78.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7337631881782,43.07040452514995]}"
188,79.0,72.0,59.0,68.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.824564897097,43.116155722570156]}"
189,90.0,82.0,94.0,80.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.09960875503668]}"
190,78.0,74.0,85.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78724888019468,43.099554856119624]}"
191,102.0,90.0,137.0,87.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86187193084649,43.05880727483196]}"
192,95.0,91.0,144.0,91.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86356076358064,43.08278330976511]}"
193,93.0,104.0,204.0,82.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.058798291679125]}"
194,79.5,79.0,68.0,75.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88529101030349,43.06012779829962]}"
195,121.0,127.0,149.0,132.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86366856141473,43.08251381517988]}"
196,80.0,79.0,120.0,80.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86251871785106,43.07206640842557]}"
197,91.0,82.0,20.0,69.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7463216358502,43.07635137233082]}"
198,117.0,127.0,130.0,129.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310460238757,43.07322523514208]}"
199,82.0,75.0,86.0,72.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78725786334752,43.099626721342354]}"
200,81.0,89.0,109.0,95.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18539786467009]}"
201,99.0,121.0,149.0,139.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.052123809118115]}"
202,117.0,153.5,170.0,158.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75128033621854,43.04895275616517]}"
203,85.0,90.0,107.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8350751859212,43.185433797281455]}"
204,114.0,144.0,158.0,160.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90314951815178,43.05681301490122]}"
