system:index,B,G,N,R,training_poly,.geo
205,71.0,89.0,130.0,96.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83504823646268,43.185676342408165]}"
206,132.0,160.0,198.0,172.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86120717753624,43.16904852649911]}"
207,103.0,116.0,120.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84071660590547,43.068077888564076]}"
208,116.0,145.5,174.0,150.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75140610035831,43.048791059414036]}"
209,101.0,123.0,145.0,132.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75122643730148,43.0488269920254]}"
210,104.5,133.0,170.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75145101612252,43.049132419222]}"
211,154.0,176.0,201.0,193.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90303273716485,43.0566333518444]}"
212,95.0,108.0,149.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7338709860123,43.0622388392173]}"
213,92.0,103.0,127.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83527281528372,43.18545176358713]}"
214,135.5,162.0,175.0,181.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93407851338402,43.024554513048486]}"
215,96.0,99.0,112.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83489552286439,43.18546074673998]}"
216,119.0,140.0,182.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93407851338402,43.02470722664679]}"
217,124.0,133.0,145.0,145.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8617012509425,43.1689586949707]}"
218,85.0,90.0,90.0,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76624626885197,43.08449010880494]}"
219,113.0,125.0,130.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83468891034903,43.1854876961985]}"
220,104.0,119.0,129.0,133.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84068067329412,43.06798805703567]}"
221,96.0,106.0,128.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73983579949885,43.04854851428732]}"
222,93.0,93.0,116.0,106.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7337631881782,43.061987310937745]}"
223,98.0,101.0,124.0,112.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7338260702481,43.06197832778491]}"
224,100.0,139.0,155.0,134.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90290697302507,43.05689386327679]}"
225,67.0,78.0,106.0,86.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83502128700415,43.1855954940326]}"
226,103.0,112.0,131.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83503925330984,43.185604477185436]}"
227,133.0,147.0,154.0,156.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73986274895738,43.0486742784271]}"
228,129.0,143.0,148.0,154.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73987173211022,43.0486742784271]}"
229,97.0,112.0,118.0,122.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84068965644695,43.067970090729986]}"
230,95.0,102.0,118.0,107.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8349853543928,43.18532599944736]}"
231,71.0,78.0,105.0,86.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83516501744961,43.185604477185436]}"
232,87.0,90.0,109.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83486857340586,43.18534396575304]}"
233,86.0,87.0,125.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73366437349695,43.06211307507753]}"
234,114.0,133.0,150.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7400424120142,43.048764109955506]}"
235,85.0,88.0,73.0,95.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76639898245027,43.08449010880494]}"
236,83.0,95.0,111.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347248429604,43.18555057826839]}"
237,90.0,103.0,123.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159345310841,43.16892276235934]}"
238,107.0,123.0,139.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86118022807771,43.168931745512175]}"
239,136.0,157.0,160.5,165.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75110965631455,43.048862924636765]}"
240,155.0,172.0,168.0,190.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90314951815178,43.056714200219965]}"
241,108.0,114.0,154.0,133.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73381708709525,43.06209510877184]}"
242,93.0,111.0,128.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8350751859212,43.185361932058726]}"
243,108.0,146.0,169.0,154.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75140610035831,43.04881800887256]}"
244,115.0,138.0,162.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74858539036617,43.06909298483513]}"
245,91.0,114.0,97.0,113.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93412342914823,43.02471620979963]}"
246,95.0,109.5,105.5,106.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75103779109182,43.04906953715211]}"
247,78.0,81.0,60.0,85.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76627321831049,43.08455299087483]}"
248,141.0,170.0,200.0,174.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90309561923473,43.05666030130292]}"
249,106.0,114.0,117.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.068077888564076]}"
250,97.5,101.0,134.5,115.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73396980069356,43.06209510877184]}"
251,82.0,87.0,102.0,102.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83508416907405,43.185433797281455]}"
252,130.0,135.0,154.0,173.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90279917519098,43.05685793066542]}"
253,103.0,106.0,116.0,116.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370928926116,43.062193923453094]}"
254,123.5,161.5,173.0,165.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75145999927535,43.04899767192938]}"
255,124.0,143.0,158.0,159.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74015919300113,43.048665295274255]}"
256,107.5,149.5,176.0,149.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75137016774694,43.048800042566874]}"
257,138.0,149.0,144.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73985376580454,43.048728177344145]}"
258,112.0,121.0,127.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74836081154514,43.06914688375218]}"
259,117.0,120.0,110.0,140.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90312256869326,43.05679504859554]}"
260,128.0,151.0,173.0,157.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74857640721333,43.06911993429366]}"
261,115.0,124.0,125.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83481467448881,43.18555057826839]}"
262,97.0,109.0,118.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086033635093,43.068041955952715]}"
263,97.0,100.0,81.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.02458146250701]}"
264,139.0,147.0,147.0,160.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86182701508228,43.16898564442923]}"
265,58.0,62.0,85.0,69.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83477874187744,43.18544278043429]}"
266,120.0,122.0,118.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83496738808711,43.18556854457407]}"
267,85.5,106.5,125.5,101.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75110965631455,43.04906953715211]}"
268,95.0,114.0,96.5,117.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93420427752379,43.02485095709225]}"
269,102.0,107.0,96.0,116.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76647983082584,43.08455299087483]}"
270,93.0,101.0,94.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76633610038039,43.08449909195778]}"
271,127.0,144.0,148.0,153.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73981783319317,43.04874614364983]}"
272,141.0,155.0,156.0,171.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84102203310208,43.06806890541124]}"
273,89.0,93.0,112.0,108.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73365539034411,43.06222985606446]}"
274,114.0,124.0,97.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9341413954539,43.02467129403542]}"
275,113.0,121.0,129.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18558651087975]}"
276,81.0,104.0,101.0,109.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90273629312108,43.05692979588815]}"
277,135.0,151.0,159.0,166.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.0488269920254]}"
278,133.0,152.0,170.0,160.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73997054679147,43.04888987409529]}"
279,119.0,135.0,158.0,143.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73979088373464,43.04878207626119]}"
280,114.0,131.0,144.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74007834462556,43.04871021103846]}"
281,105.5,128.5,161.5,129.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.049105469763475]}"
282,117.5,130.0,131.0,139.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74860335667186,43.06899417015388]}"
283,118.0,129.5,144.0,148.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93413241230107,43.02456349620133]}"
284,94.5,127.0,162.0,134.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75153186449809,43.04894377301233]}"
285,85.0,88.0,125.0,103.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73390691862366,43.06210409192468]}"
286,140.0,157.0,170.0,167.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73999749625,43.048557497440164]}"
287,106.0,113.0,112.0,120.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83476077557177,43.18557752772691]}"
288,96.0,109.0,119.0,124.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84058185861285,43.06803297279987]}"
289,76.0,80.0,108.0,88.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83514705114393,43.18562244349112]}"
290,79.0,95.0,109.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9026734110512,43.05686691381827]}"
291,73.0,74.0,79.0,84.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83515603429677,43.18540684782293]}"
292,132.0,148.0,182.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16902157704059]}"
293,97.0,112.0,121.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86121616068908,43.1689137792065]}"
294,94.0,105.0,133.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16901259388775]}"
295,96.0,113.0,142.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86162938571978,43.16894072866502]}"
296,121.5,158.5,174.5,160.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75146898242821,43.0490246213879]}"
297,92.0,99.0,117.0,107.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83478772503028,43.1854876961985]}"
298,99.0,109.0,124.0,116.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.069003153306724]}"
299,118.0,152.0,189.0,160.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90307765292906,43.05668725076144]}"
300,93.0,96.0,113.0,106.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.18547871304566]}"
301,110.0,138.0,186.0,151.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9340964796897,43.0246443445769]}"
302,90.0,108.0,116.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84106694886628,43.0680599222584]}"
303,116.0,153.0,174.0,159.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7513791508998,43.049033604540746]}"
304,88.0,101.0,118.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90279917519098,43.05680403174838]}"
305,79.0,89.0,113.0,98.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18551464565702]}"
306,93.0,121.0,143.0,152.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90270036050973,43.056911829582475]}"
307,107.0,120.0,126.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.16888682974797]}"
308,114.0,134.0,166.0,140.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90285307410802,43.05689386327679]}"
309,108.0,123.5,160.0,129.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75151389819241,43.04908750345779]}"
310,147.0,165.0,164.0,177.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74006936147272,43.04863834581573]}"
311,119.0,137.0,149.0,152.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74002444570851,43.04862037951005]}"
312,120.0,137.0,157.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870217135312,43.06905705222377]}"
313,91.0,107.0,106.0,104.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04909648661064]}"
314,112.0,115.0,125.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.733718272414,43.06217595714741]}"
315,121.0,133.0,163.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86151260473284,43.16898564442923]}"
316,125.0,148.0,171.0,157.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74850454199061,43.06914688375218]}"
317,90.0,103.0,136.0,122.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8615485373442,43.16902157704059]}"
318,134.0,147.0,147.0,159.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73982681634601,43.048728177344145]}"
319,114.0,136.0,155.5,145.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74848657568492,43.0691289174465]}"
320,100.0,122.0,158.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74864827243607,43.069110951140814]}"
321,111.0,148.0,190.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301477085916,43.056705217067126]}"
322,91.0,99.0,95.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76641694875595,43.08453502456915]}"
323,123.0,135.0,132.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86122514384192,43.16888682974797]}"
324,100.0,117.0,135.0,138.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84117474670037,43.052123809118115]}"
325,109.0,119.0,148.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86150362158,43.169075475957634]}"
326,103.0,107.0,107.0,117.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83486857340586,43.18555956142123]}"
327,110.0,123.0,128.0,135.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84083338689241,43.068041955952715]}"
328,101.0,109.5,75.0,110.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93430309220504,43.02454552989565]}"
329,116.0,138.0,166.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74869318820028,43.06908400168229]}"
330,99.0,130.0,173.0,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86125209330045,43.169066492804795]}"
331,133.0,146.0,143.0,155.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86178209931808,43.16901259388775]}"
332,115.0,127.0,131.0,155.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90324833283303,43.056705217067126]}"
333,108.0,110.0,122.0,123.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73400573330491,43.06202324354911]}"
334,73.0,81.0,70.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93421326067663,43.0247970581752]}"
335,141.0,161.0,188.0,168.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90303273716485,43.0566782676086]}"
336,121.0,142.0,178.0,158.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86129700906466,43.16898564442923]}"
337,76.0,84.0,70.0,77.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90255663006427,43.05685793066542]}"
338,121.0,158.0,194.0,150.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90264646159268,43.05680403174838]}"
339,97.0,106.0,149.0,125.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73375420502536,43.06206815931332]}"
340,79.0,92.0,126.0,100.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83499433754564,43.185604477185436]}"
341,98.0,108.5,102.5,112.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75098389217477,43.0489797056237]}"
342,98.0,109.0,111.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068077888564076]}"
343,109.0,131.0,152.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73991664787442,43.0488269920254]}"
344,126.0,155.0,182.0,183.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93406054707833,43.02466231088258]}"
345,130.0,153.0,172.0,159.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74871115450595,43.06908400168229]}"
346,176.0,177.0,168.0,193.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90286205726086,43.05675911598417]}"
347,96.0,107.0,121.0,122.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86167430148399,43.1689137792065]}"
348,96.5,107.0,91.0,102.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75123542045434,43.04922225075041]}"
349,127.0,149.5,150.5,167.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93408749653686,43.02457247935417]}"
350,104.0,129.0,161.0,151.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8411567803947,43.05210584281243]}"
351,79.0,93.0,128.0,112.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159345310841,43.16898564442923]}"
352,87.0,97.0,110.0,108.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.18555956142123]}"
353,91.0,105.0,117.0,119.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84098610049071,43.06803297279987]}"
354,96.0,112.0,134.0,128.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86152158788569,43.1689137792065]}"
355,96.0,118.0,134.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8410489825606,43.06802398964703]}"
356,113.0,135.0,171.0,149.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86144073951012,43.16898564442923]}"
357,73.0,79.0,106.0,90.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.835030270157,43.18544278043429]}"
358,134.0,165.0,188.0,184.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93401563131413,43.024590445659854]}"
359,113.0,148.5,175.5,159.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7515767802623,43.049042587693584]}"
360,103.5,111.0,113.5,104.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75105575739751,43.048934789859494]}"
361,114.0,136.0,156.0,147.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73996156363863,43.048871907789604]}"
362,98.0,129.0,158.0,130.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086931950378,43.05215075857664]}"
363,111.0,112.0,95.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511111853257,43.185469729892816]}"
364,109.5,140.0,151.5,146.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75112762262023,43.04888987409529]}"
365,104.0,103.0,129.0,119.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73370030610832,43.0620412098548]}"
366,93.0,97.5,140.0,115.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73379912078957,43.06214002453605]}"
367,95.0,98.0,77.0,105.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76624626885197,43.08453502456915]}"
368,104.0,113.0,120.0,126.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86158446995557,43.16887784659513]}"
369,100.5,111.5,99.5,112.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75106474055035,43.04899767192938]}"
370,119.0,156.0,176.0,164.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75138813405263,43.048898857248126]}"
371,98.0,103.0,145.0,121.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73383505340094,43.06216697399457]}"
372,64.0,68.0,95.0,75.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8348775565587,43.18544278043429]}"
373,116.0,143.0,188.0,166.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93400664816129,43.02473417610531]}"
374,139.0,148.0,145.0,160.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84087830265662,43.068050939105554]}"
375,122.5,152.0,162.0,170.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93403359761982,43.02453654674281]}"
376,86.0,92.0,94.0,106.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16892276235934]}"
377,80.0,91.0,104.0,109.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84088728580946,43.068077888564076]}"
378,91.0,100.0,128.0,109.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83512908483826,43.185676342408165]}"
379,105.0,114.0,118.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8409591510322,43.0680599222584]}"
380,81.0,85.0,94.0,94.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83508416907405,43.18547871304566]}"
381,137.0,149.0,174.0,167.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86153955419137,43.169003610734904]}"
382,107.5,148.0,172.0,155.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75139711720547,43.048800042566874]}"
383,112.0,125.0,131.0,142.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8407884711282,43.068041955952715]}"
384,127.0,140.0,139.0,153.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86180006562375,43.16903056019343]}"
385,123.0,136.0,122.0,155.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90280815834382,43.056786065442694]}"
386,87.0,93.0,105.0,101.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83484162394733,43.18531701629452]}"
387,94.0,106.0,118.0,118.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83505721961552,43.1853349826002]}"
388,101.0,120.0,126.0,136.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84107593201912,43.0680599222584]}"
389,126.0,134.0,140.0,144.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83501230385131,43.18546074673998]}"
390,133.0,155.5,177.0,165.5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7485674240605,43.06914688375218]}"
391,117.0,127.0,131.0,134.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74837877785083,43.06909298483513]}"
392,118.0,151.0,155.0,171.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93397969870277,43.02470722664679]}"
393,107.0,113.0,115.0,127.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86171023409536,43.16886886344229]}"
394,105.0,106.0,104.0,111.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7397998668875,43.04864732896857]}"
395,138.0,150.0,181.0,168.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86149463842716,43.16903954334627]}"
396,84.0,92.0,106.0,108.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86174616670671,43.16892276235934]}"
397,85.0,88.0,104.0,93.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493145547574,43.18552362880987]}"
398,113.0,123.0,127.0,131.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8347697587246,43.18539786467009]}"
399,97.0,106.0,119.0,116.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83473382611324,43.18555956142123]}"
400,82.0,84.0,26.0,89.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92444857353826,43.04243997035531]}"
401,87.0,91.0,14.0,80.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88281166011932,43.1297292665132]}"
402,87.0,88.0,20.0,90.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82531049878283,43.175507413391934]}"
403,82.0,77.0,3.0,66.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84857686464152,43.12329732907891]}"
404,81.0,77.0,1.0,69.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8686991270058,43.0786151268468]}"
405,81.0,77.0,1.0,68.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86977710534674,43.078965469807606]}"
406,83.0,77.0,3.0,67.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84854093203016,43.12333326169027]}"
407,82.0,77.0,1.0,70.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86859132917171,43.07997158292582]}"
408,84.0,79.0,5.0,68.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84895415706085,43.123836318249374]}"
409,81.0,73.0,1.0,60.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7895665336277,43.10411829776295]}"
